chr	region_start	region_end	phenotype_id
chr19	47329089	49321197	ENSG00000142227.10_4
chr19	46117670	48112180	ENSG00000142230.11_13
chr19	47485708	49484554	ENSG00000142235.8_6
chr19	44079476	46078418	ENSG00000142252.10_2
chr2	239566361	241565653	ENSG00000142327.12_3
chr19	7525959	9519856	ENSG00000142347.16_11
chr19	52793854	54792856	ENSG00000142405.21_10
chr19	9871658	11870560	ENSG00000142453.11_8
chr19	6831344	8828751	ENSG00000142459.8_13
chr19	48496593	50495701	ENSG00000142534.6_2
chr19	48490583	50487096	ENSG00000142541.16_6
chr19	48556935	50554069	ENSG00000142546.13_8
chr19	48528752	50526790	ENSG00000142552.7_2
chr1	7352585	9352349	ENSG00000142599.17_18
chr1	14411895	16409832	ENSG00000142634.12_4
chr1	9398734	11397891	ENSG00000142657.20_4
chr1	23056236	25055035	ENSG00000142661.18_26
chr1	25341420	27278933	ENSG00000142669.14_1
chr1	25177977	27177092	ENSG00000142675.17_8
chr1	22692619	24691494	ENSG00000142676.12_2
chr1	26343953	28341763	ENSG00000142765.17_5
chr1	20825891	22822205	ENSG00000142798.17_71
chr1	62440818	64440289	ENSG00000142856.16_13
chr1	30576899	32575169	ENSG00000142910.15_4
chr1	43776199	45774753	ENSG00000142937.11_3
chr1	43741882	45736611	ENSG00000142945.12_10
chr1	42525227	44523775	ENSG00000142949.16_28
chr1	45758220	47757776	ENSG00000142973.13_13
chr1	86328579	88327239	ENSG00000143013.12_2
chr1	108468105	110466409	ENSG00000143028.8_3
chr1	92080868	94078720	ENSG00000143033.17_10
chr1	93820377	95819839	ENSG00000143036.16_18
chr1	110474136	112470431	ENSG00000143110.11_5
chr1	168132926	170131017	ENSG00000143156.13_2
chr1	165839750	167839315	ENSG00000143157.11_4
chr1	166936690	168935466	ENSG00000143164.15_16
chr1	174946639	176944202	ENSG00000143207.19_8
chr1	160166418	162165880	ENSG00000143224.17_9
chr1	160505585	162503305	ENSG00000143226.13_5
chr1	162266792	164265098	ENSG00000143228.12_4
chr1	162111383	164111054	ENSG00000143248.12_7
chr1	160318652	162313954	ENSG00000143252.14_3
chr1	196038844	198038540	ENSG00000143278.3_12
chr1	155752766	157750219	ENSG00000143294.14_5
chr1	156515783	158513374	ENSG00000143297.18_4
chr1	155728634	157725622	ENSG00000143303.11_6
chr1	155737762	157735935	ENSG00000143314.12_5
chr1	155728634	157721387	ENSG00000143319.16_1
chr1	155742854	157741912	ENSG00000143321.18_8
chr1	218174033	220173634	ENSG00000143353.11_5
chr1	150009935	152008094	ENSG00000143363.15_4
chr1	150806925	152806050	ENSG00000143365.17_9
chr1	149636391	151506795	ENSG00000143369.14_3
chr1	150283177	152281534	ENSG00000143373.17_7
chr1	149740448	151486980	ENSG00000143374.16_18
chr1	149927059	151925561	ENSG00000143379.12_17
chr1	149636391	151549031	ENSG00000143382.14_19
chr1	149740448	151574455	ENSG00000143384.12_2
chr1	150291891	152289246	ENSG00000143393.16_4
chr1	150198337	152197022	ENSG00000143398.19_14
chr1	150364813	152362054	ENSG00000143416.20_5
chr1	150131878	152125867	ENSG00000143434.15_3
chr1	150761603	152758180	ENSG00000143436.10_6
chr1	205572387	207565782	ENSG00000143486.15_5
chr1	220701459	222701159	ENSG00000143507.17_2
chr1	154052176	156049284	ENSG00000143537.13_19
chr1	153155404	155155273	ENSG00000143549.19_13
chr1	152774650	154773965	ENSG00000143554.13_4
chr1	154081950	156076182	ENSG00000143590.13_5
chr1	153207167	155206101	ENSG00000143612.19_2
chr1	152728680	154726341	ENSG00000143624.13_15
chr1	154278952	156277001	ENSG00000143630.9_5
chr1	229058727	231056950	ENSG00000143641.9_12
chr2	11486	1263763	ENSG00000143727.15_8
chr1	226728684	228727363	ENSG00000143740.14_9
chr1	224778558	226777633	ENSG00000143742.12_3
chr1	223231141	225227298	ENSG00000143748.17_11
chr1	223176588	225174710	ENSG00000143753.12_4
chr1	223359228	225356654	ENSG00000143771.11_2
chr1	225991884	227989844	ENSG00000143776.18_37
chr2	7852715	9852653	ENSG00000143797.11_14
chr1	225870277	227870060	ENSG00000143801.16_17
chr1	224811502	226805938	ENSG00000143819.12_5
chr1	202026525	204025977	ENSG00000143847.15_32
chr1	201133540	203131901	ENSG00000143862.7_4
chr2	9721403	11720670	ENSG00000143882.10_5
chr2	46160482	48159384	ENSG00000143933.16_2
chr2	54231956	56231374	ENSG00000143947.13_4
chr2	69282485	71281055	ENSG00000143977.13_4
chr2	65433784	67433034	ENSG00000143995.19_18
chr2	72730225	74728242	ENSG00000144034.14_6
chr2	69986381	71984260	ENSG00000144043.11_3
chr2	109084114	111083188	ENSG00000144063.3_2
chr2	87174906	88986251	ENSG00000144115.16_10
chr2	112628256	114626816	ENSG00000144134.18_6
chr2	111211574	113211226	ENSG00000144161.12_3
chr2	96085647	98083425	ENSG00000144199.11_4
chr2	98547697	100544815	ENSG00000144218.18_8
chr2	134741666	136741130	ENSG00000144224.16_7
chr2	126843729	128843166	ENSG00000144231.10_3
chr2	157457838	159456887	ENSG00000144283.21_26
chr2	196488160	198484241	ENSG00000144381.16_2
chr2	206582121	208578954	ENSG00000144401.14_9
chr2	212285422	214284019	ENSG00000144451.18_7
chr3	2700883	4700592	ENSG00000144455.13_9
chr2	230785179	232781260	ENSG00000144524.17_2
chr3	9026893	11024984	ENSG00000144554.10_16
chr3	10790861	12790081	ENSG00000144559.10_11
chr2	217399076	219397476	ENSG00000144579.7_7
chr2	217568801	219568391	ENSG00000144580.13_12
chr2	218598560	220597388	ENSG00000144589.21_25
chr3	14428196	16425512	ENSG00000144597.13_4
chr3	36243530	38241594	ENSG00000144674.16_29
chr3	11897542	13894088	ENSG00000144711.13_17
chr3	11834495	13834253	ENSG00000144713.12_2
chr3	65133771	67132882	ENSG00000144741.17_3
chr3	68056209	70053600	ENSG00000144744.16_2
chr3	44555404	46554604	ENSG00000144791.9_3
chr3	98639227	100637014	ENSG00000144810.15_5
chr3	110732874	112731849	ENSG00000144824.20_18
chr3	110999785	112998472	ENSG00000144834.13_5
chr3	118597872	120597654	ENSG00000144837.8_10
chr3	125104088	127103439	ENSG00000144908.13_12
chr3	193588763	195587031	ENSG00000145014.17_15
chr3	48421052	50416025	ENSG00000145020.15_4
chr3	50386751	52383622	ENSG00000145050.15_2
chr3	119908400	121908057	ENSG00000145087.12_21
chr3	120835578	122835176	ENSG00000145088.8_8
chr3	185613377	187610687	ENSG00000145192.12_7
chr3	183283656	185276010	ENSG00000145194.17_10
chr4	19703	1958873	ENSG00000145214.13_20
chr4	52378079	54376793	ENSG00000145216.15_10
chr4	46485734	48484581	ENSG00000145246.13_23
chr4	47885376	49311475	ENSG00000145247.11_7
chr4	82090066	84089883	ENSG00000145287.10_7
chr4	70745789	72741655	ENSG00000145321.12_13
chr4	88725386	90723188	ENSG00000145335.15_3
chr4	105042083	107041196	ENSG00000145348.16_10
chr4	112451187	114450606	ENSG00000145349.16_17
chr4	111818954	113818006	ENSG00000145362.17_59
chr4	111275184	113273467	ENSG00000145365.10_2
chr4	118213153	120212388	ENSG00000145390.11_20
chr4	150099939	152099409	ENSG00000145425.9_3
chr4	167865187	169863319	ENSG00000145439.11_5
chr5	9353776	11352989	ENSG00000145495.15_22
chr5	12225	2008779	ENSG00000145506.13_10
chr5	5634539	7632822	ENSG00000145545.11_2
chr5	80415331	82412590	ENSG00000145687.16_10
chr5	86267955	88265948	ENSG00000145715.14_21
chr5	102120223	104120062	ENSG00000145725.19_26
chr5	101754309	103751633	ENSG00000145730.20_26
chr5	68094938	69533593	ENSG00000145740.18_15
chr5	118268900	120268680	ENSG00000145779.7_4
chr5	150030590	152029658	ENSG00000145901.14_11
chr5	177152539	179148947	ENSG00000145912.8_3
chr5	177134112	179130918	ENSG00000145916.18_3
chr5	172608401	174605920	ENSG00000145919.10_5
chr5	174796418	176794956	ENSG00000145920.14_3
chr5	169384331	171371750	ENSG00000145936.8_5
chr5	137254457	139249277	ENSG00000146013.10_7
chr5	180194485	181288809	ENSG00000146054.17_2
chr5	176519868	178519569	ENSG00000146067.15_8
chr6	29676725	31675745	ENSG00000146112.11_1
chr6	38792310	40792218	ENSG00000146122.16_3
chr6	52930476	54929059	ENSG00000146147.14_19
chr6	41879796	43878693	ENSG00000146223.14_6
chr6	81364153	83362951	ENSG00000146242.8_3
chr6	98271357	100269847	ENSG00000146267.11_5
chr6	88146459	90145610	ENSG00000146281.5_4
chr6	86514840	88514176	ENSG00000146282.17_3
chr6	123963220	125962396	ENSG00000146373.16_9
chr6	157637513	159636032	ENSG00000146425.10_2
chr6	158725839	160725186	ENSG00000146457.14_6
chr6	159349237	161348078	ENSG00000146477.5_7
chr7	34918	1996464	ENSG00000146540.14_5
chr7	5794452	7794094	ENSG00000146574.15_9
chr7	5591384	7589762	ENSG00000146576.12_7
chr7	75050076	77040017	ENSG00000146701.11_2
chr7	75610666	77608867	ENSG00000146707.14_3
chr7	54953043	56923720	ENSG00000146729.9_11
chr7	55052807	57002271	ENSG00000146731.10_13
chr7	55014725	57002271	ENSG00000146733.13_5
chr7	64373983	66373154	ENSG00000146757.13_4
chr7	99829179	101826705	ENSG00000146828.17_18
chr7	98878806	100876668	ENSG00000146833.15_7
chr7	134148134	136147908	ENSG00000146859.6_3
chr7	155949779	157949681	ENSG00000146909.7_4
chr7	157631474	159334896	ENSG00000146918.19_32
chr8	7811538	9782890	ENSG00000147324.10_5
chr8	18404169	20403574	ENSG00000147408.14_17
chr8	21621970	23620221	ENSG00000147439.12_6
chr8	22528966	24527779	ENSG00000147454.13_4
chr8	22244080	24243391	ENSG00000147457.13_5
chr8	37731674	39728050	ENSG00000147526.19_2
chr8	37263346	39262521	ENSG00000147535.16_4
chr8	65433814	67430331	ENSG00000147576.15_14
chr8	78918824	80917988	ENSG00000147586.9_2
chr8	80440425	82440203	ENSG00000147588.6_2
chr8	103331134	105328064	ENSG00000147647.12_12
chr8	118166818	120164206	ENSG00000147676.13_6
chr8	123489428	125487636	ENSG00000147687.18_14
chr8	122179277	124178732	ENSG00000147689.16_7
chr8	128748265	130747685	ENSG00000147697.8_9
chr8	143828069	145075236	ENSG00000147789.15_5
chr8	143529559	145075236	ENSG00000147799.11_11
chr8	142575138	144574717	ENSG00000147813.15_8
chr9	3709737	5709530	ENSG00000147853.16_4
chr9	13082303	15081600	ENSG00000147862.15_16
chr9	36511012	38510413	ENSG00000147912.12_10
chr9	77236469	79233431	ENSG00000148019.12_16
chr9	82626013	84622380	ENSG00000148057.15_3
chr9	90214308	92212989	ENSG00000148090.11_11
chr9	93375126	95373298	ENSG00000148110.15_5
chr9	93727952	95726600	ENSG00000148120.16_29
chr9	111685145	113683745	ENSG00000148153.13_3
chr9	110896910	112896727	ENSG00000148154.9_9
chr9	120208305	122207036	ENSG00000148180.19_13
chr9	121265434	123262282	ENSG00000148187.17_7
chr9	115425236	117423714	ENSG00000148219.16_4
chr9	132361794	134360914	ENSG00000148248.13_6
chr9	132153090	134125912	ENSG00000148288.11_5
chr9	132351854	134351537	ENSG00000148290.9_3
chr9	132406668	134405209	ENSG00000148300.11_5
chr9	128609393	130608822	ENSG00000148335.14_6
chr9	127166841	129164947	ENSG00000148337.20_9
chr9	128007521	130005783	ENSG00000148341.17_13
chr9	135992482	137990893	ENSG00000148362.10_3
chr10	48486	2018841	ENSG00000148377.5_2
chr9	135440500	137439407	ENSG00000148396.18_27
chr10	10823425	12823049	ENSG00000148426.12_5
chr10	14211743	16209713	ENSG00000148468.16_7
chr10	15590977	17589991	ENSG00000148484.17_8
chr10	33110144	35109308	ENSG00000148498.15_13
chr10	66922022	68921377	ENSG00000148634.15_27
chr10	72813597	74812226	ENSG00000148660.20_15
chr10	86051797	88050047	ENSG00000148672.8_9
chr10	92667932	94667597	ENSG00000148690.11_7
chr10	108996464	110995845	ENSG00000148700.14_23
chr10	111950910	113949998	ENSG00000148737.16_4
chr10	131332221	133331883	ENSG00000148814.17_11
chr10	132395067	133622519	ENSG00000148824.18_10
chr10	132379421	133622519	ENSG00000148832.15_6
chr10	103235729	105235267	ENSG00000148834.12_7
chr10	118500442	120499289	ENSG00000148908.14_6
chr11	30432630	32432076	ENSG00000148950.9_8
chr11	828784	2828300	ENSG00000149043.16_10
chr11	42681117	44680546	ENSG00000149084.12_9
chr11	33853516	35852916	ENSG00000149089.12_2
chr11	34432112	36431697	ENSG00000149090.11_11
chr11	45332988	47332517	ENSG00000149091.15_11
chr11	31587561	33583414	ENSG00000149100.12_4
chr11	56300579	58299251	ENSG00000149115.13_7
chr11	56326189	58324074	ENSG00000149136.8_10
chr11	45936893	47936304	ENSG00000149179.13_11
chr11	46469609	48464325	ENSG00000149187.17_9
chr11	85303140	87302210	ENSG00000149196.15_4
chr11	76879984	78878104	ENSG00000149262.16_3
chr11	76322299	78319840	ENSG00000149269.9_2
chr11	74399497	76399285	ENSG00000149273.14_4
chr11	112315958	114313413	ENSG00000149292.16_12
chr11	129159686	131159298	ENSG00000149418.10_12
chr20	2669586	4667892	ENSG00000149451.17_13
chr11	61594967	63592642	ENSG00000149480.6_2
chr11	124569251	126568216	ENSG00000149547.14_13
chr11	124443006	126442043	ENSG00000149557.12_5
chr11	123752995	125752471	ENSG00000149564.11_4
chr11	116178816	118178121	ENSG00000149577.15_12
chr11	117531610	119530107	ENSG00000149582.15_5
chr11	116199515	118199264	ENSG00000149591.16_1
chr20	43112103	45111023	ENSG00000149596.6_2
chr20	31705000	33702066	ENSG00000149600.11_3
chr20	61122464	63122329	ENSG00000149657.19_5
chr20	62196665	64194790	ENSG00000149658.17_4
chr11	63224246	65223626	ENSG00000149743.13_1
chr11	63206956	65206301	ENSG00000149781.12_13
chr11	64315335	66313299	ENSG00000149798.4_1
chr11	64112182	66110948	ENSG00000149809.14_9
chr11	64090755	66087666	ENSG00000149823.8_7
chr16	29085976	31085555	ENSG00000149922.10_2
chr16	29082509	31074149	ENSG00000149923.13_9
chr16	29065066	31063854	ENSG00000149925.17_9
chr16	29025594	31020996	ENSG00000149926.13_8
chr16	28993042	30991399	ENSG00000149929.15_4
chr16	28941317	30939031	ENSG00000149932.16_5
chr10	31900899	33900152	ENSG00000150093.18_7
chr11	93963062	95961549	ENSG00000150316.11_4
chr13	112455829	114344377	ENSG00000150401.14_10
chr13	112491474	114344377	ENSG00000150403.17_4
chr13	19728834	21728273	ENSG00000150456.10_4
chr14	38230325	40230017	ENSG00000150527.16_21
chr2	148040855	150035886	ENSG00000150556.16_3
chr10	109872023	111871246	ENSG00000150593.17_12
chr4	174633139	176630414	ENSG00000150625.16_11
chr5	9228059	11225233	ENSG00000150756.13_5
chr10	125921531	127900229	ENSG00000150760.12_28
chr11	111026725	113024455	ENSG00000150768.15_10
chr11	111084852	113082408	ENSG00000150779.11_1
chr11	111144826	113141609	ENSG00000150782.11_4
chr11	111227484	113224851	ENSG00000150787.7_4
chr2	35356179	37354224	ENSG00000150938.9_18
chr12	121921266	123920171	ENSG00000150967.17_17
chr12	122410894	124409638	ENSG00000150977.10_2
chr12	123946972	125944378	ENSG00000150990.7_17
chr16	30083915	32019850	ENSG00000151006.7_8
chr12	946286	2945291	ENSG00000151065.13_4
chr12	970841	2969906	ENSG00000151067.21_51
chr3	24719697	26716370	ENSG00000151092.16_16
chr11	17529644	19529327	ENSG00000151116.16_10
chr12	105956678	107955531	ENSG00000151135.9_2
chr12	108477539	110476893	ENSG00000151148.13_2
chr10	76791960	78785508	ENSG00000151208.16_28
chr10	79272708	81270690	ENSG00000151224.12_2
chr10	47663	1273251	ENSG00000151240.16_35
chr4	97874250	99871326	ENSG00000151247.12_12
chr3	64353580	66353225	ENSG00000151276.23_29
chr14	34045708	36044513	ENSG00000151327.12_8
chr11	43095875	45095244	ENSG00000151348.13_1
chr2	11486	1665347	ENSG00000151353.14_2
chr11	85441778	87440700	ENSG00000151376.16_11
chr4	127882004	129864069	ENSG00000151466.11_18
chr10	12644051	14643534	ENSG00000151474.21_25
chr11	133254782	135075871	ENSG00000151498.11_12
chr11	133248994	135075871	ENSG00000151500.14_7
chr4	16460471	18459872	ENSG00000151552.11_3
chr15	55244016	57243267	ENSG00000151575.14_12
chr10	3987478	5986641	ENSG00000151632.17_13
chr10	131187666	133186839	ENSG00000151640.12_3
chr10	132262641	133622519	ENSG00000151651.15_23
chr2	45582160	47580921	ENSG00000151665.12_5
chr2	189343881	191343335	ENSG00000151689.12_6
chr12	30671266	32671019	ENSG00000151743.10_2
chr14	49632505	51631867	ENSG00000151748.14_2
chr2	14167258	16165107	ENSG00000151779.12_53
chr4	43678705	45677139	ENSG00000151806.13_2
chr10	115057305	117055545	ENSG00000151892.14_7
chr6	55458210	57446311	ENSG00000151914.19_110
chr10	118572121	120571374	ENSG00000151923.17_10
chr3	158840585	160839275	ENSG00000151967.18_3
chr2	37751750	39751222	ENSG00000152147.10_5
chr11	29323381	31322029	ENSG00000152219.4_2
chr18	45082510	47077630	ENSG00000152234.15_5
chr18	45105073	47103253	ENSG00000152240.12_6
chr2	84134462	86133102	ENSG00000152284.4_4
chr3	190329263	192328193	ENSG00000152492.13_7
chr5	110223765	112222647	ENSG00000152495.10_7
chr12	47105688	49104968	ENSG00000152556.15_29
chr4	86475179	88472755	ENSG00000152583.12_6
chr5	35194842	37191983	ENSG00000152620.12_12
chr3	31107876	33105043	ENSG00000152642.10_7
chr2	31167157	33165043	ENSG00000152683.14_5
chr5	51788842	53787869	ENSG00000152684.10_1
chr2	32436475	34435534	ENSG00000152689.17_20
chr5	133601168	135600843	ENSG00000152700.13_11
chr13	97146272	99142291	ENSG00000152767.16_42
chr4	81423047	83422411	ENSG00000152795.17_6
chr6	143286853	145284793	ENSG00000152818.18_78
chr1	234327894	236327087	ENSG00000152904.11_6
chr5	68369482	70157890	ENSG00000152942.18_1
chr4	5026893	7026101	ENSG00000152969.17_16
chr5	63770508	65768196	ENSG00000153015.15_16
chr1	180033463	182032886	ENSG00000153029.14_6
chr4	100411395	102407954	ENSG00000153064.11_11
chr5	38372259	40371241	ENSG00000153071.14_5
chr2	133838630	135838136	ENSG00000153086.13_2
chr5	95528801	97525255	ENSG00000153113.23_23
chr4	139257512	141255904	ENSG00000153130.17_7
chr5	89400760	91391164	ENSG00000153140.8_5
chr4	142516066	144513432	ENSG00000153147.5_14
chr12	63507186	65505053	ENSG00000153179.12_7
chr2	107725192	109719258	ENSG00000153201.15_2
chr1	245839196	247838738	ENSG00000153207.14_37
chr2	110899289	112897642	ENSG00000153208.16_31
chr2	158932035	160931778	ENSG00000153246.12_16
chr2	159273730	161272083	ENSG00000153250.19_18
chr6	45653405	47652789	ENSG00000153291.15_9
chr8	128839903	130837432	ENSG00000153310.19_8
chr18	34453966	36450071	ENSG00000153391.15_5
chr5	456800	2456239	ENSG00000153395.9_14
chr16	3461787	5460847	ENSG00000153406.13_6
chr16	4044327	6044041	ENSG00000153446.15_3
chr13	109712841	111683808	ENSG00000153487.12_3
chr3	31391748	33391459	ENSG00000153551.13_3
chr3	32388466	34387598	ENSG00000153560.11_16
chr2	85721547	87717060	ENSG00000153561.12_5
chr2	85785553	87745979	ENSG00000153563.15_7
chr2	87695874	89285180	ENSG00000153574.8_4
chr9	7314287	9313816	ENSG00000153707.16_41
chr9	11775361	13774764	ENSG00000153714.5_2
chr16	74299482	76293527	ENSG00000153774.8_3
chr16	83974244	85972378	ENSG00000153786.12_5
chr16	80445307	82445043	ENSG00000153815.16_5
chr2	227850659	229849309	ENSG00000153823.18_2
chr19	34124891	36123560	ENSG00000153902.13_2
chr5	97854221	99853230	ENSG00000153922.10_31
chr11	123865412	125865316	ENSG00000154134.14_21
chr3	99749390	101748891	ENSG00000154175.16_55
chr17	66377450	68377161	ENSG00000154217.14_2
chr15	99400433	101400223	ENSG00000154227.13_15
chr17	68079426	70078394	ENSG00000154262.12_28
chr17	68147934	70146583	ENSG00000154263.17_26
chr17	68244373	70243140	ENSG00000154265.15_40
chr4	40256585	42254577	ENSG00000154277.12_6
chr1	221618763	223617802	ENSG00000154305.16_7
chr1	221872940	223871789	ENSG00000154309.8_2
chr9	68339355	69328086	ENSG00000154330.12_13
chr1	227210226	229207963	ENSG00000154358.20_55
chr4	184586340	186584611	ENSG00000154556.17_10
chr8	72939640	74938953	ENSG00000154582.16_5
chr8	72991437	74991194	ENSG00000154589.6_2
chr7	65684032	67682088	ENSG00000154710.16_4
chr21	24586432	26584188	ENSG00000154719.13_3
chr21	24716801	26716021	ENSG00000154723.12_3
chr3	13145345	15145055	ENSG00000154767.14_12
chr17	16214045	18210914	ENSG00000154803.12_3
chr3	15258375	17256171	ENSG00000154813.9_3
chr18	49282345	51282027	ENSG00000154832.14_5
chr18	8546913	10546705	ENSG00000154845.15_19
chr18	9454953	11454415	ENSG00000154856.12_2
chr18	10883306	12882061	ENSG00000154889.16_14
chr17	49373282	51372813	ENSG00000154920.14_5
chr20	24006344	26005311	ENSG00000154930.14_13
chr7	54436331	56436020	ENSG00000154978.12_19
chr8	101828445	103826339	ENSG00000155096.13_8
chr8	5708447	7695609	ENSG00000155189.11_4
chr10	96458444	98458302	ENSG00000155229.20_4
chr10	96738373	98735681	ENSG00000155256.17_4
chr4	7436341	9435883	ENSG00000155275.18_13
chr5	132000412	133995775	ENSG00000155329.11_6
chr1	111701325	113700084	ENSG00000155366.16_2
chr1	111710492	113706760	ENSG00000155367.15_7
chr2	118367097	120366794	ENSG00000155368.16_2
chr7	71960407	73958227	ENSG00000155428.12_4
chr14	21766813	23766361	ENSG00000155463.12_2
chr14	21773507	23773164	ENSG00000155465.18_19
chr9	70912222	72911023	ENSG00000155621.14_3
chr10	95593669	97590371	ENSG00000155629.14_3
chr2	177526050	179524606	ENSG00000155657.26_48
chr6	150404906	152403191	ENSG00000155906.16_10
chr12	65135977	67135694	ENSG00000155957.17_3
chr8	16246729	18246281	ENSG00000155975.9_14
chr10	72254609	74253461	ENSG00000156042.17_21
chr8	93720224	95719670	ENSG00000156162.16_3
chr8	93896022	95895457	ENSG00000156170.12_18
chr1	110117904	112117240	ENSG00000156171.14_2
chr4	75011509	77007312	ENSG00000156219.16_14
chr15	83884662	85882525	ENSG00000156222.11_18
chr21	27872892	29872161	ENSG00000156239.11_4
chr21	28004675	30004344	ENSG00000156253.6_2
chr21	28025804	30024104	ENSG00000156256.14_2
chr21	28056323	30055262	ENSG00000156261.12_3
chr21	30119715	32118028	ENSG00000156299.13_13
chr10	101715592	103714386	ENSG00000156398.12_9
chr14	102912888	104911974	ENSG00000156411.9_6
chr14	102931697	104928332	ENSG00000156414.18_39
chr8	95239570	97239011	ENSG00000156469.8_6
chr8	97025855	99024815	ENSG00000156482.10_3
chr6	72515850	74514971	ENSG00000156508.17_8
chr10	68270137	70269302	ENSG00000156515.21_10
chr6	36819886	38819247	ENSG00000156639.11_6
chr15	72562574	74559075	ENSG00000156642.16_5
chr8	122045447	124041707	ENSG00000156787.16_23
chr8	122498243	124497515	ENSG00000156804.7_6
chr8	124091838	126091610	ENSG00000156831.7_9
chr16	29651317	31649106	ENSG00000156858.11_9
chr16	29815044	31739088	ENSG00000156873.15_4
chr2	230733148	232730453	ENSG00000156973.13_7
chr3	8731866	10730990	ENSG00000156983.15_12
chr3	9294008	11292802	ENSG00000157020.17_2
chr16	14038627	16037443	ENSG00000157045.8_9
chr3	9324062	11323974	ENSG00000157087.17_12
chr8	29384553	31383628	ENSG00000157110.15_18
chr8	30640676	32639362	ENSG00000157168.18_16
chr1	185377454	187373664	ENSG00000157181.15_13
chr1	52198173	54196064	ENSG00000157184.6_8
chr1	15441040	17439260	ENSG00000157191.19_9
chr1	52242395	54241837	ENSG00000157193.15_18
chr7	153944281	155943011	ENSG00000157212.18_6
chr1	53226816	55224574	ENSG00000157216.15_14
chr7	91455620	93447367	ENSG00000157259.6_5
chr9	92058975	94058489	ENSG00000157303.10_5
chr16	68951517	70944459	ENSG00000157322.17_8
chr14	22954977	24953282	ENSG00000157326.18_5
chr16	69289934	71289596	ENSG00000157349.16_12
chr16	69580766	71579884	ENSG00000157368.10_4
chr14	23297382	25289785	ENSG00000157379.13_7
chr21	37381216	39379885	ENSG00000157554.18_13
chr21	37806503	39804987	ENSG00000157557.11_3
chr21	40420461	42420224	ENSG00000157601.13_20
chr11	45278010	47276809	ENSG00000157613.10_2
chr17	80245266	82241556	ENSG00000157637.12_17
chr12	119640772	121640232	ENSG00000157782.9_3
chr7	139293753	141293230	ENSG00000157800.17_13
chr15	88830608	90830268	ENSG00000157823.16_5
chr2	151336059	153333683	ENSG00000157827.19_20
chr4	12362715	14361188	ENSG00000157869.14_9
chr1	1555871	3554727	ENSG00000157873.17_4
chr15	64895658	66894660	ENSG00000157890.17_31
chr1	1394041	3391470	ENSG00000157916.19_2
chr7	4190459	6189765	ENSG00000157954.14_5
chr1	24543852	26543119	ENSG00000157978.11_9
chr2	26442985	28441680	ENSG00000157992.12_6
chr1	24961822	26958704	ENSG00000158006.13_12
chr1	25021086	27017777	ENSG00000158008.9_9
chr2	26892436	28889839	ENSG00000158019.20_12
chr1	25341420	27281227	ENSG00000158062.20_8
chr3	135862395	137862097	ENSG00000158092.6_2
chr12	120840071	122838810	ENSG00000158104.11_6
chr8	142369200	144368785	ENSG00000158106.13_9
chr1	26961069	28959181	ENSG00000158156.7_4
chr3	137347859	139347219	ENSG00000158186.12_3
chr18	20932195	22650569	ENSG00000158201.9_10
chr3	137608610	139608419	ENSG00000158234.12_3
chr5	137285309	139283535	ENSG00000158402.18_5
chr7	73773988	75773482	ENSG00000158517.13_7
chr11	74434705	76434514	ENSG00000158555.14_16
chr7	43578507	45576184	ENSG00000158604.14_4
chr11	75445118	77444806	ENSG00000158636.16_21
chr8	40577711	42576715	ENSG00000158669.11_10
chr16	87697049	89696239	ENSG00000158717.10_4
chr1	18597552	20595793	ENSG00000158747.13_10
chr1	159995454	161994825	ENSG00000158769.17_1
chr1	160039331	162038938	ENSG00000158773.14_2
chr1	160120117	162117703	ENSG00000158793.13_5
chr8	21024563	23023907	ENSG00000158806.13_9
chr8	21042579	23042125	ENSG00000158815.10_1
chr1	19590290	21588624	ENSG00000158825.5_3
chr1	160171478	162171072	ENSG00000158850.14_2
chr8	21050139	23048667	ENSG00000158856.17_3
chr1	160184534	162184178	ENSG00000158859.9_7
chr8	21089469	23088911	ENSG00000158863.21_2
chr1	160198578	162196856	ENSG00000158864.12_7
chr1	160217383	162215060	ENSG00000158869.10_5
chr1	160223267	162221746	ENSG00000158874.11_3
chr11	77101025	79100428	ENSG00000159063.12_19
chr21	32231033	34229827	ENSG00000159110.19_11
chr17	46823560	48822918	ENSG00000159111.12_2
chr21	32403808	34373484	ENSG00000159128.14_6
chr21	32504192	34501851	ENSG00000159131.16_18
chr21	32543161	34542022	ENSG00000159140.19_7
chr21	32560125	34559340	ENSG00000159147.17_4
chr1	200373697	202370828	ENSG00000159166.13_4
chr1	200406081	202403547	ENSG00000159173.18_9
chr1	21643796	23642846	ENSG00000159189.11_2
chr17	47896885	49892023	ENSG00000159199.13_3
chr21	33516314	35512695	ENSG00000159200.17_6
chr17	47908916	49908109	ENSG00000159202.17_3
chr17	47929321	49928516	ENSG00000159210.9_5
chr21	33787876	35787324	ENSG00000159216.18_25
chr17	44394009	46291264	ENSG00000159314.11_22
chr12	5765548	7765340	ENSG00000159335.15_6
chr1	201941467	203940003	ENSG00000159346.12_3
chr1	150259594	152254100	ENSG00000159352.15_9
chr1	15986237	17985753	ENSG00000159363.17_26
chr1	150399540	152399325	ENSG00000159377.10_4
chr1	202305808	204305128	ENSG00000159388.5_1
chr1	17871468	19871202	ENSG00000159423.16_14
chr1	150875171	152872550	ENSG00000159445.12_3
chr16	65803382	67799268	ENSG00000159593.14_3
chr1	45676507	47671666	ENSG00000159658.10_7
