Enseml.Gene.Id	Enseml.Prot.Id	UniProt.Id
ENSG00000099250.18	ENSP00000364001.2	O14786
ENSG00000099290.17	ENSP00000282633.5	Q641Q2
ENSG00000099330.9	ENSP00000215061.3	Q9H607
ENSG00000099385.12	ENSP00000215115.4	Q8WUZ0
ENSG00000099785.11	ENSP00000215555.2	Q9P0N8
ENSG00000099797.15	ENSP00000215567.4	Q9NZ01
ENSG00000099817.12	ENSP00000478303.1	P19388
ENSG00000099821.14	ENSP00000465759.2	O00411
ENSG00000099834.19	ENSP00000380676.2	Q9HBB8
ENSG00000099849.15	ENSP00000380713.3	Q02833
ENSG00000099860.9	ENSP00000215631.3	O75293
ENSG00000099889.14	ENSP00000263207.3	O00192
ENSG00000099899.15	ENSP00000252136.7	Q8IZ69
ENSG00000099940.12	ENSP00000215730.6	O95721
ENSG00000099942.13	ENSP00000346300.3	P46109
ENSG00000099949.21	ENSP00000496779.1	Q8N653
ENSG00000099956.20	ENSP00000494049.2	Q12824
ENSG00000099960.13	ENSP00000372390.2	O43246
ENSG00000099968.18	ENSP00000318883.5	Q9BXK5
ENSG00000099977.15	ENSP00000381386.4	P30046
ENSG00000100014.20	ENSP00000325785.8	
ENSG00000100024.15	ENSP00000324343.5	Q9UBR1
ENSG00000100028.12	ENSP00000215829.3	P62318
ENSG00000100099.21	ENSP00000381213.2	Q9NQG7
ENSG00000100105.18	ENSP00000266269.5	Q9HBE1
ENSG00000100106.22	ENSP00000496394.1	Q9H2D6
ENSG00000100116.17	ENSP00000248924.6	O75600
ENSG00000100121.14	ENSP00000415676.2	Q14390
ENSG00000100129.18	ENSP00000499067.1	Q9Y262
ENSG00000100151.16	ENSP00000349465.3	Q9NRD5
ENSG00000100197.23	ENSP00000496150.1	P10635
ENSG00000100201.23	ENSP00000385536.2	Q92841
ENSG00000100209.11	ENSP00000216027.3	Q8IWL3
ENSG00000100226.16	ENSP00000216044.5	O00178
ENSG00000100227.19	ENSP00000252115.5	Q9BY77
ENSG00000100228.14	ENSP00000263116.3	
ENSG00000100239.16	ENSP00000478417.1	O75170
ENSG00000100241.22	ENSP00000370196.2	O95248
ENSG00000100246.13	ENSP00000216068.4	O96015
ENSG00000100258.18	ENSP00000424381.1	Q9BU23
ENSG00000100263.14	ENSP00000216085.7	Q9Y3P4
ENSG00000100266.19	ENSP00000263246.3	Q9UNF0
ENSG00000100288.20	ENSP00000384400.3	Q9Y259
ENSG00000100294.13	ENSP00000290429.5	Q8IVS2
ENSG00000100299.18	ENSP00000216124.5	
ENSG00000100300.18	ENSP00000338004.3	P30536
ENSG00000100304.13	ENSP00000216129.6	Q14166
ENSG00000100307.13	ENSP00000216133.5	O95931
ENSG00000100316.16	ENSP00000346001.3	P39023
ENSG00000100342.21	ENSP00000380448.4	O14791
ENSG00000100348.10	ENSP00000216185.2	Q99757
ENSG00000100353.18	ENSP00000216190.8	O15371
ENSG00000100359.21	ENSP00000248929.8	Q96HU1
ENSG00000100360.15	ENSP00000393541.2	Q9BW83
ENSG00000100365.16	ENSP00000248899.6	Q15080
ENSG00000100393.14	ENSP00000263253.7	Q09472
ENSG00000100453.14	ENSP00000216341.4	P10144
ENSG00000100461.18	ENSP00000352956.3	Q86U06
ENSG00000100504.17	ENSP00000216392.7	P06737
ENSG00000100519.12	ENSP00000401802.3	P62333
ENSG00000100523.16	ENSP00000500986.2	Q8NEL9
ENSG00000100528.12	ENSP00000216416.4	O95406
ENSG00000100577.19	ENSP00000216465.5	
ENSG00000100596.8	ENSP00000216484.2	O15270
ENSG00000100603.14	ENSP00000261531.8	Q13573
ENSG00000100604.13	ENSP00000216492.5	P10645
ENSG00000100612.14	ENSP00000451882.1	Q9Y394
ENSG00000100628.12	ENSP00000451575.1	Q96Q27
ENSG00000100644.17	ENSP00000338018.4	Q16665
ENSG00000100711.14	ENSP00000310543.2	Q9BQ24
ENSG00000100722.20	ENSP00000251038.5	Q6PJT7
ENSG00000100804.19	ENSP00000355325.6	P28074
ENSG00000100836.11	ENSP00000216727.4	Q86U42
ENSG00000100842.13	ENSP00000216733.3	O43281
ENSG00000100865.15	ENSP00000216756.6	Q9BW66
ENSG00000100883.13	ENSP00000216774.6	P61011
ENSG00000100889.12	ENSP00000216780.4	Q16822
ENSG00000100890.16	ENSP00000440915.2	O15091
ENSG00000100902.11	ENSP00000261479.4	P60900
ENSG00000100906.11	ENSP00000216797.6	P25963
ENSG00000100949.15	ENSP00000216840.6	Q92696
ENSG00000100968.14	ENSP00000250373.4	Q14934
ENSG00000100979.15	ENSP00000361508.3	P55058
ENSG00000100991.12	ENSP00000252015.2	Q8TEL6
ENSG00000101000.6	ENSP00000216968.3	Q9UNN8
ENSG00000101017.15	ENSP00000361359.3	P25942
ENSG00000101057.16	ENSP00000217026.4	P10244
ENSG00000101104.13	ENSP00000217073.3	Q4VXU2
ENSG00000101150.18	ENSP00000343547.4	O43399
ENSG00000101160.15	ENSP00000217131.5	Q9UBR2
ENSG00000101190.13	ENSP00000334294.3	Q9UL49
ENSG00000101224.18	ENSP00000245960.5	P30305
ENSG00000101230.6	ENSP00000262487.3	B1AKI9
ENSG00000101247.18	ENSP00000367346.5	Q5TEU4
ENSG00000101294.18	ENSP00000381237.3	Q8TCT9
ENSG00000198053.12	ENSP00000351621.4	P78324
ENSG00000101331.17	ENSP00000392448.2	Q9NUG4
ENSG00000101335.10	ENSP00000279022.2	P24844
ENSG00000101347.11	ENSP00000493536.2	Q9Y3Z3
ENSG00000101361.17	ENSP00000370589.3	O00567
ENSG00000101439.9	ENSP00000366124.3	P01034
ENSG00000101464.11	ENSP00000217446.3	Q9H490
ENSG00000101473.17	ENSP00000217455.4	O14734
ENSG00000101474.12	ENSP00000217456.2	Q9HDC9
ENSG00000101493.11	ENSP00000394757.2	Q92618
ENSG00000101546.13	ENSP00000305696.4	Q8N0V3
ENSG00000101557.15	ENSP00000261601.6	P54578
ENSG00000101574.15	ENSP00000458290.1	Q8N3J2
ENSG00000101596.17	ENSP00000326603.7	A6NHR9
ENSG00000101605.14	ENSP00000348821.4	P52179
ENSG00000101670.12	ENSP00000261292.4	Q9Y5X9
ENSG00000101782.15	ENSP00000341874.3	O14730
ENSG00000102445.20	ENSP00000396935.1	Q9H714
ENSG00000102547.19	ENSP00000386375.1	Q9H9S4
ENSG00000102572.15	ENSP00000442539.2	Q9Y6E0
ENSG00000102710.21	ENSP00000218894.10	Q8NEM7
ENSG00000102886.15	ENSP00000384363.3	Q7L5L3
ENSG00000102893.17	ENSP00000313504.5	Q93100
ENSG00000102900.13	ENSP00000310668.5	Q8N1F7
ENSG00000102977.18	ENSP00000478084.1	Q96AP0
ENSG00000103005.12	ENSP00000219281.3	Q9BQ65
ENSG00000103091.15	ENSP00000262144.6	Q6PJI9
ENSG00000103121.9	ENSP00000219400.3	Q9NRP2
ENSG00000103145.11	ENSP00000248089.4	Q9NWW0
ENSG00000103154.10	ENSP00000307449.4	Q7Z6G3
ENSG00000103174.13	ENSP00000310998.3	Q9UK23
ENSG00000103194.16	ENSP00000219473.7	Q14694
ENSG00000103197.18	ENSP00000219476.3	P49815
ENSG00000103245.14	ENSP00000251588.2	Q9H6Q4
ENSG00000103253.19	ENSP00000374353.3	Q6PII5
ENSG00000103274.11	ENSP00000283027.5	P53384
ENSG00000103351.13	ENSP00000460850.1	Q96AJ1
ENSG00000103363.16	ENSP00000386652.5	Q15370
ENSG00000103381.12	ENSP00000371193.4	Q9BRF8
ENSG00000103429.11	ENSP00000261658.2	Q9NZS9
ENSG00000103485.19	ENSP00000378782.4	Q15274
ENSG00000103502.14	ENSP00000219789.6	O14735
ENSG00000103510.20	ENSP00000219797.3	Q9H7Z6
ENSG00000103544.16	ENSP00000395973.3	Q7Z3J2
ENSG00000103550.14	ENSP00000219837.7	Q1ED39
ENSG00000103671.10	ENSP00000261884.3	Q15650
ENSG00000103710.11	ENSP00000220062.4	Q9NYN1
ENSG00000103723.17	ENSP00000440984.1	Q13367
ENSG00000103855.18	ENSP00000320084.5	Q5ZPR3
ENSG00000103876.14	ENSP00000453347.2	P16930
ENSG00000104055.17	ENSP00000220420.5	O43548
ENSG00000104067.17	ENSP00000483470.2	Q07157
ENSG00000104131.13	ENSP00000261868.5	O75822
ENSG00000104312.8	ENSP00000220751.4	O43353
ENSG00000104320.14	ENSP00000265433.4	O60934
ENSG00000104325.7	ENSP00000220764.2	Q16698
ENSG00000104343.21	ENSP00000473561.1	Q96B02
ENSG00000104415.14	ENSP00000250160.5	O95388
ENSG00000104517.13	ENSP00000429084.1	O95071
ENSG00000104518.11	ENSP00000262580.4	P57764
ENSG00000104522.16	ENSP00000398803.2	Q13630
ENSG00000104613.12	ENSP00000381064.3	Q9NVR2
ENSG00000104691.16	ENSP00000479216.1	
ENSG00000104714.14	ENSP00000262109.7	Q86X53
ENSG00000104728.16	ENSP00000340297.3	O15013
ENSG00000104731.14	ENSP00000270583.4	Q8TBB5
ENSG00000104763.20	ENSP00000490272.1	Q13510
ENSG00000104774.13	ENSP00000395473.2	O00754
ENSG00000104783.15	ENSP00000496939.1	O15554
ENSG00000104805.16	ENSP00000385923.3	Q02818
ENSG00000104812.15	ENSP00000317904.3	P13807
ENSG00000104824.18	ENSP00000221419.4	P14866
ENSG00000104835.15	ENSP00000221431.6	Q9NP81
ENSG00000104852.15	ENSP00000472998.1	P08621
ENSG00000104872.11	ENSP00000262265.4	Q9NWS0
ENSG00000104879.5	ENSP00000221476.2	P06732
ENSG00000104883.8	ENSP00000221480.1	Q96HA9
ENSG00000104886.12	ENSP00000318075.2	Q9NW61
ENSG00000104888.10	ENSP00000221485.2	Q9P2U7
ENSG00000104907.13	ENSP00000350352.4	Q9NXH9
ENSG00000104957.14	ENSP00000221554.7	P13994
ENSG00000104973.19	ENSP00000326767.5	Q71SY5
ENSG00000104980.8	ENSP00000270538.2	O43615
ENSG00000105053.11	ENSP00000324636.2	Q8IV63
ENSG00000105063.19	ENSP00000414202.1	Q9UPN7
ENSG00000105072.9	ENSP00000221671.2	Q9H6X5
ENSG00000105088.9	ENSP00000264833.3	O95897
ENSG00000105135.16	ENSP00000263383.3	A1L0T0
ENSG00000105171.10	ENSP00000465213.1	O95707
ENSG00000105186.16	ENSP00000304292.3	Q96NW4
ENSG00000105220.17	ENSP00000348877.3	P06744
ENSG00000105221.18	ENSP00000375892.2	P31751
ENSG00000105255.11	ENSP00000221856.5	Q9BTV5
ENSG00000105321.14	ENSP00000221922.5	Q9Y3X0
ENSG00000105329.11	ENSP00000221930.4	
ENSG00000105339.11	ENSP00000428714.1	A2RUS2
ENSG00000105341.19	ENSP00000221943.8	Q9NW81
ENSG00000105364.14	ENSP00000253099.5	Q9BYD3
ENSG00000105373.19	ENSP00000246802.4	Q9NZM5
ENSG00000105379.10	ENSP00000311930.3	P38117
ENSG00000105383.15	ENSP00000262262.3	P20138
ENSG00000105397.14	ENSP00000431885.1	P29597
ENSG00000105398.4	ENSP00000222002.2	Q06520
ENSG00000105409.19	ENSP00000498113.1	P13637
ENSG00000105429.13	ENSP00000251268.5	Q7Z7M0
ENSG00000105483.18	ENSP00000499211.1	Q9Y2G2
ENSG00000105486.14	ENSP00000263274.6	P18858
ENSG00000105499.14	ENSP00000469473.1	Q9UP65
ENSG00000268500.7	ENSP00000507738.1	O15389
ENSG00000105538.10	ENSP00000222145.3	Q5U651
ENSG00000105559.12	ENSP00000263265.5	Q9H4M7
ENSG00000105607.13	ENSP00000222214.4	Q92947
ENSG00000105609.17	ENSP00000406478.1	O75023
ENSG00000105612.9	ENSP00000222219.2	O00115
ENSG00000105619.14	ENSP00000375639.1	P0C1Z6
ENSG00000105639.20	ENSP00000391676.1	P52333
ENSG00000105643.11	ENSP00000222250.3	Q8TBH0
ENSG00000105662.16	ENSP00000323332.7	Q6UUV9
ENSG00000105669.14	ENSP00000262812.3	O14579
ENSG00000105696.9	ENSP00000262817.3	Q9UK28
ENSG00000105697.9	ENSP00000222304.2	P81172
ENSG00000105698.16	ENSP00000222305.2	Q15853
ENSG00000105699.17	ENSP00000474797.2	Q86X29
ENSG00000105700.11	ENSP00000222307.3	Q9BQD3
ENSG00000105711.14	ENSP00000262631.3	Q07699
ENSG00000105755.8	ENSP00000292147.1	O95571
ENSG00000105767.3	ENSP00000222374.1	Q8NFZ8
ENSG00000105793.16	ENSP00000222511.7	A4D1E9
ENSG00000105808.19	ENSP00000262940.8	O43374
ENSG00000105854.13	ENSP00000222572.3	Q15165
ENSG00000105875.15	ENSP00000346466.4	A4D1P6
ENSG00000105928.16	ENSP00000494186.1	O60443
ENSG00000105953.16	ENSP00000222673.5	Q02218
ENSG00000106009.16	ENSP00000339637.4	Q6PJG6
ENSG00000106052.14	ENSP00000379612.2	Q86VP1
ENSG00000106066.15	ENSP00000265394.5	Q9H3G5
ENSG00000106070.20	ENSP00000385770.1	Q13322
ENSG00000106077.19	ENSP00000222800.4	
ENSG00000106105.15	ENSP00000373918.3	P41250
ENSG00000106278.12	ENSP00000377047.2	P23471
ENSG00000106290.16	ENSP00000389575.2	P49848
ENSG00000106305.10	ENSP00000223029.3	Q13155
ENSG00000106333.13	ENSP00000223061.5	Q15113
ENSG00000106348.18	ENSP00000345096.6	
ENSG00000106366.9	ENSP00000223095.4	P05121
ENSG00000106443.17	ENSP00000489535.1	O94880
ENSG00000106565.18	ENSP00000318409.5	Q3YBM2
ENSG00000106624.11	ENSP00000223357.3	Q8IUX7
ENSG00000106665.16	ENSP00000223398.6	Q9UDT6
ENSG00000106803.10	ENSP00000223641.4	P60468
ENSG00000106823.13	ENSP00000344758.5	O94769
ENSG00000106991.14	ENSP00000362299.4	P17813
ENSG00000107130.10	ENSP00000361475.3	P62166
ENSG00000107186.17	ENSP00000320006.7	O75970
ENSG00000107262.26	ENSP00000489189.2	Q99933
ENSG00000107263.19	ENSP00000508246.1	Q13905
ENSG00000107317.13	ENSP00000360687.3	P41222
ENSG00000107371.14	ENSP00000323046.4	Q9NQT5
ENSG00000107438.9	ENSP00000360305.3	O00151
ENSG00000107521.20	ENSP00000355310.4	Q92902
ENSG00000107537.14	ENSP00000263038.4	O14832
ENSG00000107669.19	ENSP00000224652.6	O95260
ENSG00000107738.20	ENSP00000378409.3	Q9H7M9
ENSG00000113742.14	ENSP00000265085.5	Q17RY0
ENSG00000107949.17	ENSP00000278100.6	Q9P287
ENSG00000107957.17	ENSP00000358789.4	Q5TCZ1
ENSG00000108039.18	ENSP00000421566.1	
ENSG00000108100.18	ENSP00000363836.4	Q8ND76
ENSG00000108106.14	ENSP00000264552.8	Q16763
ENSG00000108175.19	ENSP00000334474.5	Q9ULJ6
ENSG00000108187.16	ENSP00000351619.2	P30039
ENSG00000108256.9	ENSP00000225388.3	Q7Z417
ENSG00000198689.13	ENSP00000487486.2	Q92581
ENSG00000108395.14	ENSP00000262294.7	O94972
ENSG00000108405.4	ENSP00000225538.3	P51575
ENSG00000108433.17	ENSP00000492751.1	O14653
ENSG00000221926.13	ENSP00000497185.2	O95361
ENSG00000108469.15	ENSP00000317636.5	O94762
ENSG00000108509.21	ENSP00000321813.7	O94983
ENSG00000108515.18	ENSP00000430055.2	P13929
ENSG00000108518.8	ENSP00000225655.5	P07737
ENSG00000108559.12	ENSP00000458954.1	Q99567
ENSG00000108590.11	ENSP00000225728.3	Q9Y3C7
ENSG00000108599.15	ENSP00000225737.6	O43572
ENSG00000108602.18	ENSP00000225740.6	P30838
ENSG00000108654.16	ENSP00000225792.5	P17844
ENSG00000108784.10	ENSP00000225927.1	P54802
ENSG00000108788.12	ENSP00000416627.1	Q9UH92
ENSG00000108799.13	ENSP00000404658.1	Q92800
ENSG00000108823.17	ENSP00000262018.3	Q16586
ENSG00000108846.16	ENSP00000285238.8	O15438
ENSG00000108883.13	ENSP00000392094.1	Q15029
ENSG00000108963.19	ENSP00000263083.7	Q9BZG8
ENSG00000109046.15	ENSP00000262394.2	Q9Y6I7
ENSG00000109065.12	ENSP00000350467.3	Q9BTE0
ENSG00000109072.14	ENSP00000226218.4	P04004
ENSG00000109111.15	ENSP00000319104.6	Q7KZ85
ENSG00000109182.12	ENSP00000226432.4	Q9H720
ENSG00000078967.13	ENSP00000222402.2	Q9Y2X8
ENSG00000109445.11	ENSP00000262990.4	Q9Y3S2
ENSG00000109519.13	ENSP00000264954.4	Q9HAV7
ENSG00000109586.12	ENSP00000265000.4	Q86SF2
ENSG00000109736.15	ENSP00000347619.4	Q14728
ENSG00000109743.11	ENSP00000265016.4	Q10588
ENSG00000109762.17	ENSP00000498676.1	Q9H3E2
ENSG00000109775.11	ENSP00000264689.6	Q9NUQ7
ENSG00000109790.18	ENSP00000423897.2	
ENSG00000109846.9	ENSP00000499082.1	P02511
ENSG00000110011.14	ENSP00000486499.2	Q9NNZ3
ENSG00000110031.13	ENSP00000378512.2	O60711
ENSG00000110060.9	ENSP00000227474.3	Q9BZE2
ENSG00000110080.20	ENSP00000394354.2	Q11206
ENSG00000110172.12	ENSP00000319255.6	Q9UHD1
ENSG00000110367.14	ENSP00000442266.1	P26196
ENSG00000110442.12	ENSP00000263401.5	Q9P000
ENSG00000110446.12	ENSP00000227880.2	Q8IY34
ENSG00000110455.14	ENSP00000263776.8	Q96QU6
ENSG00000110536.14	ENSP00000325958.9	Q8WUK0
ENSG00000110660.15	ENSP00000436785.1	Q8IXU6
ENSG00000110696.10	ENSP00000228136.4	O00193
ENSG00000110700.7	ENSP00000435777.1	P62277
ENSG00000110711.11	ENSP00000279146.3	
ENSG00000110713.17	ENSP00000316032.7	P52948
ENSG00000110756.18	ENSP00000265967.5	Q9UPZ3
ENSG00000110811.20	ENSP00000478600.1	Q8IVL6
ENSG00000110852.5	ENSP00000228438.2	Q92478
ENSG00000110888.19	ENSP00000511883.1	Q6IMN6
ENSG00000110921.14	ENSP00000228510.3	Q03426
ENSG00000110934.13	ENSP00000483983.2	Q9UBW5
ENSG00000110955.9	ENSP00000262030.3	P06576
ENSG00000111011.18	ENSP00000330188.6	Q7L4I2
ENSG00000111144.10	ENSP00000228740.2	P09960
ENSG00000111145.8	ENSP00000228741.3	P41970
ENSG00000111229.16	ENSP00000228825.7	O15145
ENSG00000111231.9	ENSP00000228827.3	Q9UHW5
ENSG00000111245.17	ENSP00000228841.8	P10916
ENSG00000111271.15	ENSP00000325137.5	Q6JQN1
ENSG00000111319.13	ENSP00000228916.2	P37088
ENSG00000111412.6	ENSP00000261318.3	Q9H741
ENSG00000111481.10	ENSP00000262061.2	P61923
ENSG00000111652.10	ENSP00000438115.1	Q9UBW8
ENSG00000111711.10	ENSP00000229314.4	Q9Y3E0
ENSG00000111737.12	ENSP00000229340.5	Q15286
ENSG00000111752.11	ENSP00000437659.1	P78364
ENSG00000111790.14	ENSP00000229395.3	Q9NVK5
ENSG00000111817.19	ENSP00000494147.2	Q9UL01
ENSG00000111859.17	ENSP00000368759.5	Q14511
ENSG00000111897.7	ENSP00000342962.3	Q9NRX5
ENSG00000111906.18	ENSP00000381220.1	Q7Z4H3
ENSG00000111913.20	ENSP00000494268.2	Q9Y4F9
ENSG00000112031.16	ENSP00000356202.5	Q9UGC7
ENSG00000112110.10	ENSP00000356001.4	Q9H0U6
ENSG00000112130.17	ENSP00000362578.4	O76064
ENSG00000112139.17	ENSP00000402584.2	Q8NFP4
ENSG00000112146.17	ENSP00000326968.7	Q9UK97
ENSG00000112186.13	ENSP00000229922.2	P40123
ENSG00000112214.11	ENSP00000396390.2	Q5TD97
ENSG00000112305.15	ENSP00000359484.3	Q8IYB5
ENSG00000112306.8	ENSP00000230050.3	P25398
ENSG00000112335.15	ENSP00000230085.8	O60493
ENSG00000112339.15	ENSP00000356811.5	Q9Y450
ENSG00000112425.16	ENSP00000356489.3	
ENSG00000112473.18	ENSP00000363809.3	Q92504
ENSG00000112494.10	ENSP00000230256.3	Q86WB7
ENSG00000112514.18	ENSP00000417544.1	O60888
ENSG00000112531.17	ENSP00000355094.3	Q96PU8
ENSG00000112576.13	ENSP00000362082.5	P30281
ENSG00000112578.10	ENSP00000230340.4	Q13895
ENSG00000112584.14	ENSP00000417970.1	Q96EK7
ENSG00000112651.12	ENSP00000373404.3	Q5T653
ENSG00000112659.14	ENSP00000252050.4	Q8IWT3
ENSG00000112695.13	ENSP00000506727.1	P14406
ENSG00000112697.17	ENSP00000230461.6	Q9NV96
ENSG00000112715.26	ENSP00000500082.3	P15692
ENSG00000112763.17	ENSP00000312158.5	Q7KYR7
ENSG00000112769.20	ENSP00000230538.7	
ENSG00000112787.14	ENSP00000505341.1	Q9HCM7
ENSG00000112983.18	ENSP00000254900.5	Q9H0E9
ENSG00000113013.16	ENSP00000297185.3	P38646
ENSG00000113068.10	ENSP00000261813.4	O60925
ENSG00000113161.17	ENSP00000287936.4	P04035
ENSG00000113269.14	ENSP00000430237.1	Q86XS8
ENSG00000113328.19	ENSP00000344635.2	P51959
ENSG00000113360.17	ENSP00000339845.3	Q9NRR4
ENSG00000113369.9	ENSP00000265138.3	Q96B67
ENSG00000113456.19	ENSP00000371469.2	O60671
ENSG00000113569.16	ENSP00000231498.3	O75694
ENSG00000113593.12	ENSP00000261308.4	Q96BP3
ENSG00000113716.13	ENSP00000421917.1	Q12766
ENSG00000113719.17	ENSP00000377374.3	Q969X5
ENSG00000113732.9	ENSP00000429690.1	O15342
ENSG00000113845.10	ENSP00000418803.1	Q9NPL8
ENSG00000113851.16	ENSP00000231948.4	Q96SW2
ENSG00000113916.18	ENSP00000384371.2	P41182
ENSG00000113971.21	ENSP00000338766.5	Q7Z494
ENSG00000114019.15	ENSP00000249883.5	Q9Y2J4
ENSG00000114026.22	ENSP00000342851.7	O15527
ENSG00000114054.14	ENSP00000251654.4	P05166
ENSG00000114107.9	ENSP00000264982.3	Q8NHQ1
ENSG00000114378.17	ENSP00000378576.2	Q12794
ENSG00000114446.5	ENSP00000264538.3	Q9NWB7
ENSG00000114544.17	ENSP00000353533.4	Q96GZ6
ENSG00000114626.18	ENSP00000232744.8	Q969K4
ENSG00000114735.10	ENSP00000232854.4	Q9Y5R4
ENSG00000114738.11	ENSP00000478922.1	Q16644
ENSG00000114770.17	ENSP00000333926.6	O15440
ENSG00000114841.18	ENSP00000401514.2	
ENSG00000114867.22	ENSP00000316879.5	Q04637
ENSG00000114956.20	ENSP00000264093.4	Q16854
ENSG00000115042.10	ENSP00000233379.4	Q96GK7
ENSG00000115073.8	ENSP00000289228.5	P42025
ENSG00000115128.7	ENSP00000233468.4	Q9Y3B4
ENSG00000115129.14	ENSP00000238721.4	Q53FA7
ENSG00000115204.15	ENSP00000369383.1	P39210
ENSG00000115216.14	ENSP00000369181.3	Q9UHY1
ENSG00000115226.10	ENSP00000264703.3	Q9H6D8
ENSG00000115255.12	ENSP00000378861.5	Q96HR9
ENSG00000115275.15	ENSP00000410992.3	Q13724
ENSG00000115295.21	ENSP00000327009.5	Q8N3C7
ENSG00000115380.20	ENSP00000347596.3	Q12805
ENSG00000115392.13	ENSP00000233741.5	Q9NW38
ENSG00000115414.21	ENSP00000346839.4	P02751
ENSG00000115415.20	ENSP00000354394.4	P42224
ENSG00000115446.12	ENSP00000350409.2	Q53HI1
ENSG00000115486.13	ENSP00000233838.3	P38435
ENSG00000115523.17	ENSP00000263863.5	P22749
ENSG00000115524.17	ENSP00000335321.6	O75533
ENSG00000115540.15	ENSP00000315702.4	Q9Y3A3
ENSG00000115541.11	ENSP00000233893.5	P61604
ENSG00000115556.14	ENSP00000388631.2	Q9BRC7
ENSG00000115561.16	ENSP00000263856.4	Q9Y3E7
ENSG00000115590.14	ENSP00000330959.3	P27930
ENSG00000115593.15	ENSP00000393453.2	Q8NB12
ENSG00000115607.10	ENSP00000510345.1	O95256
ENSG00000115648.14	ENSP00000264605.3	Q9BV36
ENSG00000115705.22	ENSP00000329869.4	P07202
ENSG00000115760.15	ENSP00000393596.2	
ENSG00000115806.13	ENSP00000234160.4	Q9H8Y8
ENSG00000115866.11	ENSP00000264161.4	P14868
ENSG00000115944.15	ENSP00000234301.2	O14548
ENSG00000115947.14	ENSP00000376597.5	O43929
ENSG00000115963.14	ENSP00000263895.4	P61587
ENSG00000115977.21	ENSP00000386456.3	Q2M2I8
ENSG00000115998.8	ENSP00000264434.2	Q9NWW7
ENSG00000116030.17	ENSP00000376077.2	P63165
ENSG00000116044.16	ENSP00000380252.3	Q16236
ENSG00000116209.12	ENSP00000234831.5	Q9BXS4
ENSG00000116260.17	ENSP00000356574.3	O00391
ENSG00000116288.13	ENSP00000340278.5	Q99497
ENSG00000116299.17	ENSP00000358955.3	Q6UXG2
ENSG00000116337.20	ENSP00000436541.2	
ENSG00000116574.6	ENSP00000355652.3	Q7L0Q8
ENSG00000116604.19	ENSP00000271555.5	Q14814
ENSG00000116679.16	ENSP00000356468.3	Q9Y6Y0
ENSG00000116701.15	ENSP00000356505.4	P19878
ENSG00000116729.14	ENSP00000262348.4	Q5T9L3
ENSG00000116748.22	ENSP00000430075.3	
ENSG00000116752.6	ENSP00000358554.3	O75934
ENSG00000116786.13	ENSP00000364956.3	Q8IWE5
ENSG00000116791.14	ENSP00000339399.5	Q08257
ENSG00000116898.12	ENSP00000362208.5	P82914
ENSG00000116962.15	ENSP00000264187.6	P14543
ENSG00000117054.15	ENSP00000359878.5	P11310
ENSG00000117091.10	ENSP00000357025.3	P09326
ENSG00000117115.13	ENSP00000364635.4	Q9Y2J8
ENSG00000117143.14	ENSP00000356902.1	Q16222
ENSG00000117151.13	ENSP00000359664.4	Q01459
ENSG00000117226.12	ENSP00000359512.4	Q9H0R5
ENSG00000117228.11	ENSP00000359504.4	P32455
ENSG00000117266.16	ENSP00000399082.2	Q07002
ENSG00000117298.16	ENSP00000364028.6	P42892
ENSG00000117305.15	ENSP00000363614.3	P35914
ENSG00000117322.18	ENSP00000356024.3	P20023
ENSG00000117335.21	ENSP00000356009.1	P15529
ENSG00000117362.13	ENSP00000358105.3	Q96BI3
ENSG00000117385.16	ENSP00000296388.5	Q32P28
ENSG00000117408.11	ENSP00000361418.3	O94829
ENSG00000117410.14	ENSP00000431605.1	Q99437
ENSG00000117448.14	ENSP00000312606.4	P14550
ENSG00000117480.16	ENSP00000243167.8	O00519
ENSG00000117481.11	ENSP00000419740.1	Q96CB9
ENSG00000117543.22	ENSP00000359127.3	Q9H2P9
ENSG00000117620.15	ENSP00000433849.1	Q9Y2D2
ENSG00000117632.23	ENSP00000387858.2	P16949
ENSG00000117676.14	ENSP00000363283.2	Q15418
ENSG00000117682.17	ENSP00000236342.7	Q86SQ9
ENSG00000117691.10	ENSP00000355955.3	Q9UMX5
ENSG00000117713.21	ENSP00000320485.7	O14497
ENSG00000117791.16	ENSP00000355880.3	Q969Z3
ENSG00000117868.18	ENSP00000275418.8	
ENSG00000118004.18	ENSP00000339168.4	Q9BWP8
ENSG00000118162.14	ENSP00000337850.2	Q9Y664
ENSG00000118194.21	ENSP00000499593.1	P45379
ENSG00000118292.9	ENSP00000358095.3	Q8WWF1
ENSG00000118454.13	ENSP00000359982.4	Q8N6S4
ENSG00000118495.21	ENSP00000501459.1	Q9UM63
ENSG00000118640.11	ENSP00000263864.5	Q9BV40
ENSG00000118655.7	ENSP00000498042.1	Q9H816
ENSG00000118762.8	ENSP00000237596.2	Q13563
ENSG00000118816.11	ENSP00000237654.4	Q14094
ENSG00000118855.21	ENSP00000403117.3	Q9H3U5
ENSG00000118898.16	ENSP00000340510.2	O60437
ENSG00000118900.15	ENSP00000262376.5	Q9NPG3
ENSG00000118939.18	ENSP00000366819.3	P15374
ENSG00000118960.13	ENSP00000305193.3	Q53T59
ENSG00000119004.17	ENSP00000348380.4	Q6UW02
ENSG00000119139.21	ENSP00000366453.4	Q9UDY2
ENSG00000119185.13	ENSP00000347504.4	O14713
