ID	#Chr	start	end	GTEx_ID	gene	exon_number	n_exons	terminal_exon_flag	n_significant_tissues
chr10_102654653_102654748_+	chr10	102654653	102654748	ENSG00000171206.13_3	ENSG00000171206	3	7	FALSE	16
chr10_102689893_102689943_-	chr10	102689893	102689943	ENSG00000138175.8_4	ENSG00000138175	4	6	FALSE	11
chr10_103139406_103139479_-	chr10	103139406	103139479	ENSG00000076685.18_6	ENSG00000076685	6	24	FALSE	15
chr10_104262979_104263077_+	chr10	104262979	104263077	ENSG00000148834.12_7	ENSG00000148834	7	9	FALSE	17
chr10_109915011_109915103_-	chr10	109915011	109915103	ENSG00000108039.17_2	ENSG00000108039	2	27	FALSE	13
chr10_110116259_110116410_+	chr10	110116259	110116410	ENSG00000148700.14_13	ENSG00000148700	13	24	FALSE	13
chr10_110244828_110244873_+	chr10	110244828	110244873	ENSG00000119950.20_7	ENSG00000119950	7	11	FALSE	15
chr10_110875966_110876070_+	chr10	110875966	110876070	ENSG00000150593.17_2	ENSG00000150593	2	15	FALSE	13
chr10_112430300_112430907_-	chr10	112430300	112430907	ENSG00000023041.11_12	ENSG00000023041	12	15	FALSE	14
chr10_119065399_119065570_-	chr10	119065399	119065570	ENSG00000107581.12_7	ENSG00000107581	7	22	FALSE	10
chr10_119120341_119120452_+	chr10	119120341	119120452	ENSG00000119979.16_8	ENSG00000119979	8	13	FALSE	12
chr10_119161055_119161081_-	chr10	119161055	119161081	ENSG00000183605.16_5	ENSG00000183605	5	15	FALSE	16
chr10_119169177_119169342_-	chr10	119169177	119169342	ENSG00000165672.6_6	ENSG00000165672	6	7	FALSE	15
chr10_119441999_119442088_+	chr10	119441999	119442088	ENSG00000198873.11_11	ENSG00000198873	11	16	FALSE	11
chr10_120890716_120890887_+	chr10	120890716	120890887	ENSG00000120008.15_23	ENSG00000120008	23	32	FALSE	15
chr10_121963238_121963328_-	chr10	121963238	121963328	ENSG00000107672.14_5	ENSG00000107672	5	11	FALSE	14
chr10_123037747_123037847_+	chr10	123037747	123037847	ENSG00000196177.12_4	ENSG00000196177	4	12	FALSE	11
chr10_124411973_124412200_-	chr10	124411973	124412200	ENSG00000065154.11_5	ENSG00000065154	5	14	FALSE	13
chr10_125038997_125039155_-	chr10	125038997	125039155	ENSG00000175029.16_12	ENSG00000175029	12	23	FALSE	10
chr10_125788577_125789005_-	chr10	125788577	125789005	ENSG00000188690.12_13	ENSG00000188690	13	15	FALSE	16
chr10_130179342_130179664_+	chr10	130179342	130179664	ENSG00000108010.11_12	ENSG00000108010	12	15	FALSE	12
chr10_133282223_133282342_-	chr10	133282223	133282342	ENSG00000130640.13_18	ENSG00000130640	18	20	FALSE	13
chr10_133357187_133357462_-	chr10	133357187	133357462	ENSG00000148803.11_3	ENSG00000148803	3	7	FALSE	10
chr10_133419480_133419592_+	chr10	133419480	133419592	ENSG00000148824.18_10	ENSG00000148824	10	11	FALSE	14
chr11_138047_138111_-	chr11	138047	138111	ENSG00000230724.9_3	ENSG00000230724	3	11	FALSE	13
chr11_238998_239076_+	chr11	238998	239076	ENSG00000185627.17_3	ENSG00000185627	3	14	FALSE	16
chr11_561547_561892_+	chr11	561547	561892	ENSG00000099849.14_4	ENSG00000099849	4	6	FALSE	10
chr11_581962_582081_+	chr11	581962	582081	ENSG00000070047.11_3	ENSG00000070047	3	18	FALSE	11
chr11_680963_681089_-	chr11	680963	681089	ENSG00000177030.16_12	ENSG00000177030	12	20	FALSE	14
chr11_700615_701127_+	chr11	700615	701127	ENSG00000177042.14_4	ENSG00000177042	4	6	FALSE	10
chr11_726901_726975_+	chr11	726901	726975	ENSG00000177106.14_21	ENSG00000177106	21	22	FALSE	10
chr11_774008_774113_-	chr11	774008	774113	ENSG00000177225.16_4	ENSG00000177225	4	9	FALSE	12
chr11_792304_792458_-	chr11	792304	792458	ENSG00000177542.10_9	ENSG00000177542	9	11	FALSE	11
chr11_799815_800014_-	chr11	799815	800014	ENSG00000177595.17_16	ENSG00000177595	16	17	FALSE	10
chr11_823998_824130_+	chr11	823998	824130	ENSG00000177666.16_7	ENSG00000177666	7	9	FALSE	16
chr11_830866_831032_+	chr11	830866	831032	ENSG00000177685.16_10	ENSG00000177685	10	12	FALSE	11
chr11_836769_836843_+	chr11	836769	836843	ENSG00000177697.17_8	ENSG00000177697	8	13	FALSE	14
chr11_839832_840480_-	chr11	839832	840480	ENSG00000177700.5_2	ENSG00000177700	2	3	FALSE	13
chr11_847170_847300_+	chr11	847170	847300	ENSG00000214063.10_6	ENSG00000214063	6	14	FALSE	14
chr11_884068_884169_-	chr11	884068	884169	ENSG00000177830.17_13	ENSG00000177830	13	19	FALSE	14
chr11_1295645_1295794_-	chr11	1295645	1295794	ENSG00000078902.15_5	ENSG00000078902	5	12	FALSE	14
chr11_1747667_1749126_-	chr11	1747667	1749126	ENSG00000244242.1_2	ENSG00000244242	2	3	FALSE	10
chr11_1881432_1881596_+	chr11	1881432	1881596	ENSG00000130592.15_15	ENSG00000130592	15	23	FALSE	11
chr11_1956256_1956609_+	chr11	1956256	1956609	ENSG00000214026.10_8	ENSG00000214026	8	10	FALSE	14
chr11_2919307_2919407_+	chr11	2919307	2919407	ENSG00000110628.13_14	ENSG00000110628	14	18	FALSE	13
chr11_3120421_3120624_-	chr11	3120421	3120624	ENSG00000021762.19_10	ENSG00000021762	10	26	FALSE	11
chr11_3685973_3686194_-	chr11	3685973	3686194	ENSG00000110713.15_31	ENSG00000110713	31	37	FALSE	15
chr11_3823883_3824135_+	chr11	3823883	3824135	ENSG00000148985.19_9	ENSG00000148985	9	12	FALSE	10
chr11_3967552_3967682_+	chr11	3967552	3967682	ENSG00000167323.11_11	ENSG00000167323	11	28	FALSE	12
chr11_5697248_5697343_+	chr11	5697248	5697343	ENSG00000132274.15_4	ENSG00000132274	4	12	FALSE	10
chr11_6393216_6393387_+	chr11	6393216	6393387	ENSG00000166311.9_3	ENSG00000166311	3	6	FALSE	17
chr11_6480323_6480463_-	chr11	6480323	6480463	ENSG00000132254.12_2	ENSG00000132254	2	9	FALSE	10
chr11_6481757_6481852_+	chr11	6481757	6481852	ENSG00000132286.11_2	ENSG00000132286	2	3	FALSE	12
chr11_6600669_6600775_-	chr11	6600669	6600775	ENSG00000132275.10_4	ENSG00000132275	4	5	FALSE	15
chr11_8962092_8962183_-	chr11	8962092	8962183	ENSG00000175348.10_4	ENSG00000175348	4	7	FALSE	12
chr11_9170627_9170777_-	chr11	9170627	9170777	ENSG00000184014.7_12	ENSG00000184014	12	27	FALSE	15
chr11_9713466_9713639_+	chr11	9713466	9713639	ENSG00000133789.14_4	ENSG00000133789	4	15	FALSE	12
chr11_10806820_10806885_-	chr11	10806820	10806885	ENSG00000110321.16_5	ENSG00000110321	5	24	FALSE	13
chr11_11340819_11341004_-	chr11	11340819	11341004	ENSG00000110328.5_9	ENSG00000110328	9	13	FALSE	11
chr11_11880177_11880380_+	chr11	11880177	11880380	ENSG00000170242.17_4	ENSG00000170242	4	32	FALSE	14
chr11_13349945_13350070_+	chr11	13349945	13350070	ENSG00000133794.17_6	ENSG00000133794	6	24	FALSE	11
chr11_14513817_14513887_-	chr11	14513817	14513887	ENSG00000129084.17_8	ENSG00000129084	8	12	FALSE	11
chr11_16748097_16748421_+	chr11	16748097	16748421	ENSG00000110696.9_6	ENSG00000110696	6	10	FALSE	17
chr11_17101278_17101434_-	chr11	17101278	17101434	ENSG00000011405.13_28	ENSG00000011405	28	37	FALSE	11
chr11_17315386_17315475_+	chr11	17315386	17315475	ENSG00000070081.15_24	ENSG00000070081	24	30	FALSE	12
chr11_18399431_18399548_+	chr11	18399431	18399548	ENSG00000134333.13_5	ENSG00000134333	5	11	FALSE	17
chr11_18506857_18506923_-	chr11	18506857	18506923	ENSG00000074319.12_7	ENSG00000074319	7	16	FALSE	13
chr11_30328036_30331374_+	chr11	30328036	30331374	ENSG00000152219.4_2	ENSG00000152219	2	5	FALSE	13
chr11_32589012_32589135_+	chr11	32589012	32589135	ENSG00000149100.12_5	ENSG00000149100	5	12	FALSE	17
chr11_34091619_34092056_+	chr11	34091619	34092056	ENSG00000135387.20_22	ENSG00000135387	22	27	FALSE	14
chr11_34966640_34966814_+	chr11	34966640	34966814	ENSG00000110435.11_8	ENSG00000110435	8	15	FALSE	11
chr11_35725924_35726163_+	chr11	35725924	35726163	ENSG00000166326.6_4	ENSG00000166326	4	6	FALSE	11
chr11_36276137_36276240_-	chr11	36276137	36276240	ENSG00000110442.11_5	ENSG00000110442	5	7	FALSE	15
chr11_43436164_43436334_+	chr11	43436164	43436334	ENSG00000052841.14_18	ENSG00000052841	18	29	FALSE	13
chr11_43815437_43815501_+	chr11	43815437	43815501	ENSG00000149084.12_9	ENSG00000149084	9	15	FALSE	13
chr11_43901516_43901725_+	chr11	43901516	43901725	ENSG00000166199.12_9	ENSG00000166199	9	11	FALSE	16
chr11_44071256_44071315_+	chr11	44071256	44071315	ENSG00000110455.13_5	ENSG00000110455	5	17	FALSE	11
chr11_45914316_45914468_-	chr11	45914316	45914468	ENSG00000121680.15_9	ENSG00000121680	9	14	FALSE	15
chr11_46369941_46370009_+	chr11	46369941	46370009	ENSG00000149091.15_11	ENSG00000149091	11	35	FALSE	17
chr11_46508191_46508370_-	chr11	46508191	46508370	ENSG00000110497.14_13	ENSG00000110497	13	25	FALSE	13
chr11_46667773_46667887_+	chr11	46667773	46667887	ENSG00000175224.16_23	ENSG00000175224	23	26	FALSE	10
chr11_46682051_46682182_-	chr11	46682051	46682182	ENSG00000175220.11_6	ENSG00000175220	6	14	FALSE	16
chr11_47173426_47173482_-	chr11	47173426	47173482	ENSG00000149182.14_6	ENSG00000149182	6	16	FALSE	15
chr11_47232814_47232959_+	chr11	47232814	47232959	ENSG00000134574.11_5	ENSG00000134574	5	13	FALSE	14
chr11_47259786_47259979_+	chr11	47259786	47259979	ENSG00000025434.18_8	ENSG00000025434	8	14	FALSE	10
chr11_47293883_47293983_+	chr11	47293883	47293983	ENSG00000110514.19_26	ENSG00000110514	26	42	FALSE	13
chr11_47413400_47413507_+	chr11	47413400	47413507	ENSG00000165915.13_7	ENSG00000165915	7	8	FALSE	14
chr11_47420631_47420727_-	chr11	47420631	47420727	ENSG00000165916.8_9	ENSG00000165916	9	12	FALSE	14
chr11_47635545_47635571_-	chr11	47635545	47635571	ENSG00000109919.9_4	ENSG00000109919	4	13	FALSE	17
chr11_47722976_47723316_-	chr11	47722976	47723316	ENSG00000109920.12_17	ENSG00000109920	17	19	FALSE	17
chr11_57420972_57421064_-	chr11	57420972	57421064	ENSG00000134802.17_12	ENSG00000134802	12	20	FALSE	13
chr11_57497753_57497845_-	chr11	57497753	57497845	ENSG00000149150.8_10	ENSG00000149150	10	19	FALSE	12
chr11_57567585_57567807_-	chr11	57567585	57567807	ENSG00000156587.15_2	ENSG00000156587	2	6	FALSE	12
chr11_57606381_57606547_+	chr11	57606381	57606547	ENSG00000149131.15_6	ENSG00000149131	6	9	FALSE	15
chr11_57682422_57682543_+	chr11	57682422	57682543	ENSG00000156599.10_5	ENSG00000156599	5	14	FALSE	15
chr11_57738354_57738430_+	chr11	57738354	57738430	ENSG00000213593.9_4	ENSG00000213593	4	7	FALSE	15
chr11_57814311_57814373_+	chr11	57814311	57814373	ENSG00000198561.13_21	ENSG00000198561	21	23	FALSE	16
chr11_59795372_59795482_+	chr11	59795372	59795482	ENSG00000166900.15_9	ENSG00000166900	9	15	FALSE	11
chr11_60302559_60302717_+	chr11	60302559	60302717	ENSG00000110079.16_8	ENSG00000110079	8	10	FALSE	10
chr11_61138737_61138835_-	chr11	61138737	61138835	ENSG00000167987.10_3	ENSG00000167987	3	6	FALSE	12
chr11_61420470_61420573_-	chr11	61420470	61420573	ENSG00000149532.15_8	ENSG00000149532	8	15	FALSE	14
chr11_61906466_61906684_-	chr11	61906466	61906684	ENSG00000167994.11_6	ENSG00000167994	6	12	FALSE	13
chr11_62491732_62491831_-	chr11	62491732	62491831	ENSG00000124942.13_9	ENSG00000124942	9	10	FALSE	10
chr11_62573831_62573973_-	chr11	62573831	62573973	ENSG00000254772.9_2	ENSG00000254772	2	11	FALSE	15
chr11_62607666_62607821_-	chr11	62607666	62607821	ENSG00000149499.11_13	ENSG00000149499	13	23	FALSE	13
chr11_62627048_62627124_-	chr11	62627048	62627124	ENSG00000089597.16_21	ENSG00000089597	21	26	FALSE	14
chr11_62692654_62692797_-	chr11	62692654	62692797	ENSG00000168000.14_11	ENSG00000168000	11	17	FALSE	13
chr11_62715864_62715937_-	chr11	62715864	62715937	ENSG00000214753.2_12	ENSG00000214753	12	14	FALSE	17
chr11_62762867_62763026_+	chr11	62762867	62763026	ENSG00000168002.11_3	ENSG00000168002	3	8	FALSE	16
chr11_62789601_62789814_+	chr11	62789601	62789814	ENSG00000185475.10_4	ENSG00000185475	4	5	FALSE	14
chr11_62854018_62854064_-	chr11	62854018	62854064	ENSG00000255717.6_6	ENSG00000255717	6	11	FALSE	17
chr11_62888135_62888218_+	chr11	62888135	62888218	ENSG00000168003.16_17	ENSG00000168003	17	18	FALSE	11
chr11_63539516_63539624_+	chr11	63539516	63539624	ENSG00000133321.10_3	ENSG00000133321	3	5	FALSE	15
chr11_63598061_63598163_-	chr11	63598061	63598163	ENSG00000176485.11_6	ENSG00000176485	6	8	FALSE	10
chr11_63756112_63756170_+	chr11	63756112	63756170	ENSG00000133318.13_10	ENSG00000133318	10	11	FALSE	17
chr11_63818527_63818652_+	chr11	63818527	63818652	ENSG00000168005.8_4	ENSG00000168005	4	7	FALSE	14
chr11_64015252_64015281_-	chr11	64015252	64015281	ENSG00000133315.10_6	ENSG00000133315	6	14	FALSE	14
chr11_64225499_64225580_-	chr11	64225499	64225580	ENSG00000149743.13_2	ENSG00000149743	2	6	FALSE	12
chr11_64232430_64232614_+	chr11	64232430	64232614	ENSG00000110011.13_4	ENSG00000110011	4	6	FALSE	15
chr11_64236254_64236327_+	chr11	64236254	64236327	ENSG00000173511.9_4	ENSG00000173511	4	8	FALSE	16
chr11_64266495_64266552_+	chr11	64266495	64266552	ENSG00000149782.11_29	ENSG00000149782	29	32	FALSE	12
chr11_64288603_64288721_+	chr11	64288603	64288721	ENSG00000173264.14_15	ENSG00000173264	15	16	FALSE	16
chr11_64315001_64315270_+	chr11	64315001	64315270	ENSG00000173153.13_7	ENSG00000173153	7	8	FALSE	11
chr11_64320661_64320792_+	chr11	64320661	64320792	ENSG00000126432.13_3	ENSG00000126432	3	6	FALSE	14
chr11_64354004_64354170_+	chr11	64354004	64354170	ENSG00000168071.21_23	ENSG00000168071	23	24	FALSE	13
chr11_64365301_64365465_+	chr11	64365301	64365465	ENSG00000162302.12_9	ENSG00000162302	9	17	FALSE	15
chr11_65020419_65020499_+	chr11	65020419	65020499	ENSG00000213465.7_4	ENSG00000213465	4	5	FALSE	17
chr11_65038572_65038829_+	chr11	65038572	65038829	ENSG00000110025.12_7	ENSG00000110025	7	8	FALSE	13
chr11_65096998_65097127_+	chr11	65096998	65097127	ENSG00000149823.8_5	ENSG00000149823	5	16	FALSE	14
chr11_65115314_65115394_+	chr11	65115314	65115394	ENSG00000149809.14_9	ENSG00000149809	9	12	FALSE	12
chr11_65343991_65344069_+	chr11	65343991	65344069	ENSG00000133884.9_6	ENSG00000133884	6	12	FALSE	12
chr11_65551548_65551564_-	chr11	65551548	65551564	ENSG00000168056.15_10	ENSG00000168056	10	30	FALSE	14
chr11_65589936_65589991_+	chr11	65589936	65589991	ENSG00000173442.12_16	ENSG00000173442	16	22	FALSE	10
chr11_65606691_65607026_-	chr11	65606691	65607026	ENSG00000173327.7_7	ENSG00000173327	7	12	FALSE	10
chr11_65620339_65620429_+	chr11	65620339	65620429	ENSG00000197136.4_9	ENSG00000197136	9	35	FALSE	12
chr11_65658287_65658499_-	chr11	65658287	65658499	ENSG00000173039.18_8	ENSG00000173039	8	10	FALSE	15
chr11_65858097_65858630_-	chr11	65858097	65858630	ENSG00000172757.12_5	ENSG00000172757	5	16	FALSE	15
chr11_65886322_65886422_-	chr11	65886322	65886422	ENSG00000172500.12_4	ENSG00000172500	4	11	FALSE	13
chr11_66003235_66003373_+	chr11	66003235	66003373	ENSG00000175334.7_3	ENSG00000175334	3	4	FALSE	17
chr11_66285381_66285572_-	chr11	66285381	66285572	ENSG00000174851.15_7	ENSG00000174851	7	9	FALSE	13
chr11_66504612_66504782_+	chr11	66504612	66504782	ENSG00000254986.7_21	ENSG00000254986	21	22	FALSE	12
chr11_66593610_66593714_+	chr11	66593610	66593714	ENSG00000173992.8_2	ENSG00000173992	2	8	FALSE	14
chr11_66821643_66821764_+	chr11	66821643	66821764	ENSG00000173715.15_14	ENSG00000173715	14	21	FALSE	12
chr11_67283707_67283773_+	chr11	67283707	67283773	ENSG00000173020.10_17	ENSG00000173020	17	21	FALSE	16
chr11_67299058_67299124_+	chr11	67299058	67299124	ENSG00000172932.14_6	ENSG00000172932	6	14	FALSE	13
chr11_67352691_67352802_-	chr11	67352691	67352802	ENSG00000175482.8_4	ENSG00000175482	4	5	FALSE	15
chr11_67401728_67401931_-	chr11	67401728	67401931	ENSG00000172531.14_3	ENSG00000172531	3	8	FALSE	11
chr11_67428913_67429022_+	chr11	67428913	67429022	ENSG00000175634.14_2	ENSG00000175634	2	17	FALSE	12
chr11_67465056_67465267_-	chr11	67465056	67465267	ENSG00000172663.8_6	ENSG00000172663	6	8	FALSE	10
chr11_67489267_67489455_+	chr11	67489267	67489455	ENSG00000110711.9_3	ENSG00000110711	3	6	FALSE	14
chr11_67584134_67584169_+	chr11	67584134	67584169	ENSG00000084207.15_2	ENSG00000084207	2	7	FALSE	16
chr11_67611897_67611978_+	chr11	67611897	67611978	ENSG00000167792.11_9	ENSG00000167792	9	11	FALSE	17
chr11_68032286_68032523_+	chr11	68032286	68032523	ENSG00000110717.12_6	ENSG00000110717	6	13	FALSE	16
chr11_68047882_68047972_+	chr11	68047882	68047972	ENSG00000110719.9_14	ENSG00000110719	14	21	FALSE	10
chr11_68074717_68074830_-	chr11	68074717	68074830	ENSG00000110721.11_7	ENSG00000110721	7	17	FALSE	12
chr11_68537659_68537891_+	chr11	68537659	68537891	ENSG00000110075.14_7	ENSG00000110075	7	29	FALSE	11
chr11_68754889_68757730_-	chr11	68754889	68757730	ENSG00000110090.12_24	ENSG00000110090	24	25	FALSE	12
chr11_68900535_68900605_-	chr11	68900535	68900605	ENSG00000197345.12_2	ENSG00000197345	2	6	FALSE	11
chr11_69086523_69086604_+	chr11	69086523	69086604	ENSG00000162341.16_23	ENSG00000162341	23	29	FALSE	10
chr11_70420400_70420510_+	chr11	70420400	70420510	ENSG00000085733.15_11	ENSG00000085733	11	20	FALSE	11
chr11_71481356_71481404_+	chr11	71481356	71481404	ENSG00000172890.11_17	ENSG00000172890	17	31	FALSE	17
chr11_71987004_71987111_+	chr11	71987004	71987111	ENSG00000137522.17_8	ENSG00000137522	8	12	FALSE	14
chr11_72111412_72111497_-	chr11	72111412	72111497	ENSG00000110200.8_3	ENSG00000110200	3	5	FALSE	17
chr11_72235675_72235753_+	chr11	72235675	72235753	ENSG00000165458.13_26	ENSG00000165458	26	29	FALSE	16
chr11_72597510_72597619_-	chr11	72597510	72597619	ENSG00000186642.15_13	ENSG00000186642	13	38	FALSE	11
chr11_72711021_72711141_-	chr11	72711021	72711141	ENSG00000186635.14_10	ENSG00000186635	10	41	FALSE	13
chr11_72827188_72827293_+	chr11	72827188	72827293	ENSG00000168010.10_15	ENSG00000168010	15	23	FALSE	15
chr11_73808313_73808350_+	chr11	73808313	73808350	ENSG00000175581.13_5	ENSG00000175581	5	13	FALSE	11
chr11_73909399_73909593_+	chr11	73909399	73909593	ENSG00000175575.12_10	ENSG00000175575	10	15	FALSE	12
chr11_74965763_74965925_+	chr11	74965763	74965925	ENSG00000118363.11_5	ENSG00000118363	5	7	FALSE	17
chr11_75400692_75400824_+	chr11	75400692	75400824	ENSG00000149273.14_4	ENSG00000149273	4	9	FALSE	17
chr11_77622500_77622673_-	chr11	77622500	77622673	ENSG00000074201.8_5	ENSG00000074201	5	15	FALSE	14
chr11_77894290_77894349_-	chr11	77894290	77894349	ENSG00000149262.16_22	ENSG00000149262	22	26	FALSE	14
chr11_78072864_78073141_-	chr11	78072864	78073141	ENSG00000151366.12_2	ENSG00000151366	2	3	FALSE	10
chr11_78109442_78109581_-	chr11	78109442	78109581	ENSG00000159063.12_13	ENSG00000159063	13	20	FALSE	12
chr11_83265865_83265979_-	chr11	83265865	83265979	ENSG00000137500.9_7	ENSG00000137500	7	9	FALSE	15
chr11_85631687_85631808_+	chr11	85631687	85631808	ENSG00000171204.12_4	ENSG00000171204	4	6	FALSE	13
chr11_85976623_85976682_-	chr11	85976623	85976682	ENSG00000073921.17_23	ENSG00000073921	23	26	FALSE	16
chr11_86266083_86266216_+	chr11	86266083	86266216	ENSG00000074266.19_8	ENSG00000074266	8	13	FALSE	14
chr11_86306245_86306482_+	chr11	86306245	86306482	ENSG00000149196.15_3	ENSG00000149196	3	6	FALSE	16
chr11_86450301_86450398_-	chr11	86450301	86450398	ENSG00000151376.16_13	ENSG00000151376	13	19	FALSE	12
chr11_86807631_86811233_+	chr11	86807631	86811233	ENSG00000150687.11_3	ENSG00000150687	3	8	FALSE	10
chr11_93731100_93731216_-	chr11	93731100	93731216	ENSG00000166012.16_16	ENSG00000166012	16	20	FALSE	15
chr11_93757316_93757465_+	chr11	93757316	93757465	ENSG00000182919.14_8	ENSG00000182919	8	10	FALSE	17
chr11_104951896_104952005_-	chr11	104951896	104952005	ENSG00000196954.13_4	ENSG00000196954	4	10	FALSE	12
chr11_106090557_106090678_+	chr11	106090557	106090678	ENSG00000149313.10_5	ENSG00000149313	5	8	FALSE	11
chr11_108135142_108135242_+	chr11	108135142	108135242	ENSG00000075239.13_7	ENSG00000075239	7	15	FALSE	16
chr11_111549618_111549775_+	chr11	111549618	111549775	ENSG00000204381.11_5	ENSG00000204381	5	10	FALSE	11
chr11_111883136_111883202_+	chr11	111883136	111883202	ENSG00000137720.7_5	ENSG00000137720	5	6	FALSE	16
chr11_112094805_112095794_+	chr11	112094805	112095794	ENSG00000204370.9_6	ENSG00000204370	6	8	FALSE	17
chr11_112233432_112233973_+	chr11	112233432	112233973	ENSG00000150787.7_7	ENSG00000150787	7	10	FALSE	12
chr11_114295825_114296710_+	chr11	114295825	114296710	ENSG00000166741.7_4	ENSG00000166741	4	7	FALSE	12
chr11_114443856_114443933_+	chr11	114443856	114443933	ENSG00000076043.9_5	ENSG00000076043	5	11	FALSE	16
chr11_117201750_117203193_+	chr11	117201750	117203193	ENSG00000149591.16_3	ENSG00000149591	3	6	FALSE	10
chr11_117225931_117226021_-	chr11	117225931	117226021	ENSG00000160613.12_8	ENSG00000160613	8	15	FALSE	14
chr11_118374896_118375229_+	chr11	118374896	118375229	ENSG00000110344.9_9	ENSG00000110344	9	22	FALSE	11
chr11_118597707_118597911_+	chr11	118597707	118597911	ENSG00000095139.13_10	ENSG00000095139	10	11	FALSE	11
chr11_118650445_118650547_+	chr11	118650445	118650547	ENSG00000019144.18_31	ENSG00000019144	31	34	FALSE	15
chr11_119013232_119013262_+	chr11	119013232	119013262	ENSG00000186166.8_9	ENSG00000186166	9	13	FALSE	17
chr11_119017925_119018053_-	chr11	119017925	119018053	ENSG00000118181.10_2	ENSG00000118181	2	6	FALSE	17
chr11_119020150_119020253_+	chr11	119020150	119020253	ENSG00000196655.11_3	ENSG00000196655	3	8	FALSE	16
chr11_119049018_119049370_-	chr11	119049018	119049370	ENSG00000149428.18_18	ENSG00000149428	18	28	FALSE	12
chr11_119071596_119071843_+	chr11	119071596	119071843	ENSG00000160695.14_5	ENSG00000160695	5	16	FALSE	14
chr11_119088175_119088308_+	chr11	119088175	119088308	ENSG00000256269.7_4	ENSG00000256269	4	16	FALSE	11
chr11_119101018_119101138_-	chr11	119101018	119101138	ENSG00000172269.18_3	ENSG00000172269	3	10	FALSE	15
chr11_119110847_119110957_+	chr11	119110847	119110957	ENSG00000172375.12_5	ENSG00000172375	5	15	FALSE	11
chr11_120429712_120429831_+	chr11	120429712	120429831	ENSG00000196914.8_11	ENSG00000196914	11	42	FALSE	12
chr11_123058252_123058484_-	chr11	123058252	123058484	ENSG00000109971.13_13	ENSG00000109971	13	14	FALSE	16
chr11_124625671_124625903_+	chr11	124625671	124625903	ENSG00000154144.12_3	ENSG00000154144	3	10	FALSE	11
chr11_124756207_124756362_-	chr11	124756207	124756362	ENSG00000149564.11_4	ENSG00000149564	4	8	FALSE	14
chr11_124878298_124878436_+	chr11	124878298	124878436	ENSG00000154134.14_22	ENSG00000154134	22	28	FALSE	10
chr11_125578949_125579068_+	chr11	125578949	125579068	ENSG00000149547.14_11	ENSG00000149547	11	15	FALSE	16
chr11_125595881_125596003_+	chr11	125595881	125596003	ENSG00000134910.12_6	ENSG00000134910	6	25	FALSE	14
chr11_126264376_126264539_-	chr11	126264376	126264539	ENSG00000182934.11_13	ENSG00000182934	13	15	FALSE	13
chr11_130135563_130135715_+	chr11	130135563	130135715	ENSG00000084234.16_17	ENSG00000084234	17	22	FALSE	16
chr11_130880622_130880806_-	chr11	130880622	130880806	ENSG00000120451.10_13	ENSG00000120451	13	15	FALSE	12
chr11_134257088_134257257_+	chr11	134257088	134257257	ENSG00000151498.11_3	ENSG00000151498	3	13	FALSE	10
chr12_17348_17483_-	chr12	17348	17483	ENSG00000226210.3_6	ENSG00000226210	6	11	FALSE	17
chr12_900476_900670_+	chr12	900476	900670	ENSG00000060237.16_29	ENSG00000060237	29	33	FALSE	16
chr12_6200316_6200565_+	chr12	6200316	6200565	ENSG00000010278.12_2	ENSG00000010278	2	12	FALSE	14
chr12_6390112_6390340_+	chr12	6390112	6390340	ENSG00000111321.10_11	ENSG00000111321	11	12	FALSE	14
chr12_6550941_6551001_-	chr12	6550941	6551001	ENSG00000010295.19_4	ENSG00000010295	4	13	FALSE	10
chr12_6656727_6656798_-	chr12	6656727	6656798	ENSG00000111653.19_3	ENSG00000111653	3	10	FALSE	16
chr12_6770157_6770218_+	chr12	6770157	6770218	ENSG00000159335.15_6	ENSG00000159335	6	7	FALSE	15
chr12_6800307_6800471_+	chr12	6800307	6800471	ENSG00000010610.9_7	ENSG00000010610	7	15	FALSE	10
chr12_6969498_6969577_-	chr12	6969498	6969577	ENSG00000215021.8_4	ENSG00000215021	4	10	FALSE	13
chr12_6975229_6975378_+	chr12	6975229	6975378	ENSG00000126749.14_5	ENSG00000126749	5	11	FALSE	16
chr12_7062475_7062808_+	chr12	7062475	7062808	ENSG00000182326.14_7	ENSG00000182326	7	21	FALSE	14
chr12_7094554_7097163_-	chr12	7094554	7097163	ENSG00000139178.10_8	ENSG00000139178	8	9	FALSE	11
chr12_7157489_7157746_+	chr12	7157489	7157746	ENSG00000139182.13_23	ENSG00000139182	23	24	FALSE	13
chr12_7481161_7481256_-	chr12	7481161	7481256	ENSG00000177575.12_15	ENSG00000177575	15	19	FALSE	15
chr12_8936856_8936964_+	chr12	8936856	8936964	ENSG00000111752.10_14	ENSG00000111752	14	17	FALSE	14
chr12_9077701_9077857_-	chr12	9077701	9077857	ENSG00000175899.14_29	ENSG00000175899	29	38	FALSE	12
chr12_9312617_9312695_+	chr12	9312617	9312695	ENSG00000111788.10_27	ENSG00000111788	27	29	FALSE	10
chr12_9862499_9862573_-	chr12	9862499	9862573	ENSG00000110852.4_3	ENSG00000110852	3	6	FALSE	15
chr12_10218063_10218141_+	chr12	10218063	10218141	ENSG00000139112.10_5	ENSG00000139112	5	7	FALSE	10
chr12_10718088_10718121_-	chr12	10718088	10718121	ENSG00000060138.12_7	ENSG00000060138	7	18	FALSE	12
