gene	n_exons
ENSG00000227544	7
ENSG00000227547	1
ENSG00000227549	2
ENSG00000227550	2
ENSG00000227551	1
ENSG00000227554	3
ENSG00000227555	4
ENSG00000227556	1
ENSG00000227557	1
ENSG00000227560	1
ENSG00000227562	2
ENSG00000227563	1
ENSG00000227564	7
ENSG00000227568	1
ENSG00000227573	1
ENSG00000227574	3
ENSG00000227578	1
ENSG00000227579	4
ENSG00000227581	1
ENSG00000227582	2
ENSG00000227583	1
ENSG00000227584	1
ENSG00000227585	1
ENSG00000227586	1
ENSG00000227588	3
ENSG00000227589	3
ENSG00000227590	1
ENSG00000227591	4
ENSG00000227592	1
ENSG00000227593	1
ENSG00000227597	1
ENSG00000227598	3
ENSG00000227599	2
ENSG00000227602	1
ENSG00000227603	2
ENSG00000227604	1
ENSG00000227606	3
ENSG00000227607	1
ENSG00000227609	1
ENSG00000227610	1
ENSG00000227611	2
ENSG00000227613	1
ENSG00000227615	1
ENSG00000227616	2
ENSG00000227617	9
ENSG00000227619	4
ENSG00000227620	7
ENSG00000227621	1
ENSG00000227623	1
ENSG00000227624	1
ENSG00000227625	1
ENSG00000227627	2
ENSG00000227629	3
ENSG00000227630	3
ENSG00000227632	5
ENSG00000227633	6
ENSG00000227634	5
ENSG00000227635	2
ENSG00000227638	1
ENSG00000227640	2
ENSG00000227645	1
ENSG00000227646	3
ENSG00000227649	1
ENSG00000227653	1
ENSG00000227657	1
ENSG00000227658	4
ENSG00000227659	2
ENSG00000227660	3
ENSG00000227661	1
ENSG00000227663	1
ENSG00000227666	1
ENSG00000227667	1
ENSG00000227671	6
ENSG00000227673	2
ENSG00000227674	6
ENSG00000227676	3
ENSG00000227678	4
ENSG00000227679	1
ENSG00000227680	3
ENSG00000227681	7
ENSG00000227682	1
ENSG00000227683	2
ENSG00000227684	2
ENSG00000227685	2
ENSG00000227687	2
ENSG00000227688	2
ENSG00000227689	2
ENSG00000227692	1
ENSG00000227694	1
ENSG00000227695	3
ENSG00000227698	3
ENSG00000227700	2
ENSG00000227702	3
ENSG00000227704	1
ENSG00000227705	5
ENSG00000227706	2
ENSG00000227707	1
ENSG00000227708	4
ENSG00000227709	1
ENSG00000227710	1
ENSG00000227711	5
ENSG00000227712	3
ENSG00000227713	3
ENSG00000227714	1
ENSG00000227716	2
ENSG00000227717	8
ENSG00000227718	3
ENSG00000227719	3
ENSG00000227721	1
ENSG00000227722	4
ENSG00000227723	3
ENSG00000227725	1
ENSG00000227726	2
ENSG00000227728	13
ENSG00000227729	3
ENSG00000227730	1
ENSG00000227733	22
ENSG00000227734	2
ENSG00000227735	1
ENSG00000227736	1
ENSG00000227737	1
ENSG00000227738	1
ENSG00000227740	3
ENSG00000227741	5
ENSG00000227742	7
ENSG00000227743	3
ENSG00000227744	10
ENSG00000227745	4
ENSG00000227747	1
ENSG00000227748	3
ENSG00000227753	1
ENSG00000227755	3
ENSG00000227757	1
ENSG00000227758	1
ENSG00000227759	3
ENSG00000227760	1
ENSG00000227762	4
ENSG00000227764	3
ENSG00000227765	1
ENSG00000227766	3
ENSG00000227769	18
ENSG00000227770	1
ENSG00000227773	2
ENSG00000227775	5
ENSG00000227776	2
ENSG00000227777	1
ENSG00000227779	1
ENSG00000227782	1
ENSG00000227784	1
ENSG00000227785	1
ENSG00000227788	2
ENSG00000227789	1
ENSG00000227790	10
ENSG00000227791	1
ENSG00000227795	1
ENSG00000227799	2
ENSG00000227800	1
ENSG00000227802	1
ENSG00000227803	3
ENSG00000227805	2
ENSG00000227806	1
ENSG00000227809	3
ENSG00000227811	3
ENSG00000227813	2
ENSG00000227814	1
ENSG00000227815	3
ENSG00000227817	3
ENSG00000227818	2
ENSG00000227824	2
ENSG00000227825	1
ENSG00000227827	31
ENSG00000227830	2
ENSG00000227832	1
ENSG00000227834	3
ENSG00000227835	13
ENSG00000227836	2
ENSG00000227837	2
ENSG00000227838	5
ENSG00000227840	1
ENSG00000227841	1
ENSG00000227842	1
ENSG00000227845	1
ENSG00000227846	1
ENSG00000227847	1
ENSG00000227848	2
ENSG00000227850	1
ENSG00000227851	2
ENSG00000227852	1
ENSG00000227854	1
ENSG00000227855	21
ENSG00000227857	2
ENSG00000227860	1
ENSG00000227862	1
ENSG00000227863	6
ENSG00000227864	1
ENSG00000227867	1
ENSG00000227868	3
ENSG00000227869	4
ENSG00000227871	4
ENSG00000227873	1
ENSG00000227874	2
ENSG00000227875	1
ENSG00000227877	7
ENSG00000227878	1
ENSG00000227879	5
ENSG00000227880	2
ENSG00000227881	1
ENSG00000227882	3
ENSG00000227883	2
ENSG00000227885	3
ENSG00000227887	1
ENSG00000227888	6
ENSG00000227890	1
ENSG00000227892	1
ENSG00000227893	2
ENSG00000227895	2
ENSG00000227896	2
ENSG00000227902	5
ENSG00000227905	2
ENSG00000227906	11
ENSG00000227907	2
ENSG00000227908	2
ENSG00000227910	3
ENSG00000227911	2
ENSG00000227912	3
ENSG00000227913	1
ENSG00000227914	4
ENSG00000227915	1
ENSG00000227917	3
ENSG00000227919	1
ENSG00000227920	5
ENSG00000227922	1
ENSG00000227923	2
ENSG00000227924	1
ENSG00000227925	4
ENSG00000227927	7
ENSG00000227929	5
ENSG00000227930	2
ENSG00000227932	10
ENSG00000227933	2
ENSG00000227934	1
ENSG00000227935	2
ENSG00000227937	1
ENSG00000227938	2
ENSG00000227939	1
ENSG00000227940	3
ENSG00000227941	1
ENSG00000227942	1
ENSG00000227945	5
ENSG00000227946	3
ENSG00000227947	3
ENSG00000227948	1
ENSG00000227949	1
ENSG00000227950	1
ENSG00000227952	1
ENSG00000227953	11
ENSG00000227954	15
ENSG00000227958	2
ENSG00000227959	2
ENSG00000227960	2
ENSG00000227962	1
ENSG00000227963	3
ENSG00000227964	3
ENSG00000227965	1
ENSG00000227968	1
ENSG00000227969	1
ENSG00000227970	7
ENSG00000227971	1
ENSG00000227972	2
ENSG00000227973	1
ENSG00000227979	1
ENSG00000227981	2
ENSG00000227982	1
ENSG00000227983	1
ENSG00000227986	2
ENSG00000227987	2
ENSG00000227988	1
ENSG00000227989	4
ENSG00000227992	2
ENSG00000227994	1
ENSG00000227995	1
ENSG00000227999	1
ENSG00000228000	1
ENSG00000228002	1
ENSG00000228004	1
ENSG00000228005	3
ENSG00000228007	1
ENSG00000228008	3
ENSG00000228010	6
ENSG00000228013	2
ENSG00000228014	1
ENSG00000228015	1
ENSG00000228016	6
ENSG00000228019	2
ENSG00000228020	1
ENSG00000228021	10
ENSG00000228022	5
ENSG00000228024	6
ENSG00000228027	2
ENSG00000228028	2
ENSG00000228030	1
ENSG00000228031	4
ENSG00000228033	5
ENSG00000228034	1
ENSG00000228035	2
ENSG00000228036	1
ENSG00000228037	3
ENSG00000228038	1
ENSG00000228039	2
ENSG00000228040	1
ENSG00000228041	1
ENSG00000228042	1
ENSG00000228043	7
ENSG00000228044	8
ENSG00000228045	1
ENSG00000228046	1
ENSG00000228048	2
ENSG00000228049	3
ENSG00000228050	1
ENSG00000228051	1
ENSG00000228053	1
ENSG00000228054	1
ENSG00000228055	4
ENSG00000228056	1
ENSG00000228057	1
ENSG00000228058	2
ENSG00000228060	3
ENSG00000228061	6
ENSG00000228063	4
ENSG00000228064	4
ENSG00000228065	23
ENSG00000228067	3
ENSG00000228069	2
ENSG00000228071	2
ENSG00000228072	3
ENSG00000228073	2
ENSG00000228074	1
ENSG00000228075	1
ENSG00000228076	1
ENSG00000228078	1
ENSG00000228079	2
ENSG00000228081	1
ENSG00000228082	2
ENSG00000228083	1
ENSG00000228084	2
ENSG00000228085	1
ENSG00000228086	3
ENSG00000228089	1
ENSG00000228092	1
ENSG00000228095	1
ENSG00000228097	1
ENSG00000228098	1
ENSG00000228100	3
ENSG00000228105	2
ENSG00000228106	7
ENSG00000228107	2
ENSG00000228108	4
ENSG00000228109	4
ENSG00000228110	2
ENSG00000228111	2
ENSG00000228112	1
ENSG00000228113	15
ENSG00000228115	2
ENSG00000228118	1
ENSG00000228120	3
ENSG00000228121	1
ENSG00000228122	1
ENSG00000228123	1
ENSG00000228124	3
ENSG00000228125	1
ENSG00000228126	2
ENSG00000228127	4
ENSG00000228131	1
ENSG00000228132	1
ENSG00000228133	4
ENSG00000228134	1
ENSG00000228135	5
ENSG00000228136	3
ENSG00000228137	2
ENSG00000228139	3
ENSG00000228140	3
ENSG00000228141	3
ENSG00000228142	3
ENSG00000228143	1
ENSG00000228146	10
ENSG00000228149	1
ENSG00000228150	2
ENSG00000228151	2
ENSG00000228153	2
ENSG00000228154	2
ENSG00000228156	2
ENSG00000228157	3
ENSG00000228158	1
ENSG00000228159	4
ENSG00000228160	2
ENSG00000228161	1
ENSG00000228162	3
ENSG00000228166	1
ENSG00000228167	1
ENSG00000228168	1
ENSG00000228169	1
ENSG00000228170	1
ENSG00000228171	1
ENSG00000228172	5
ENSG00000228173	2
ENSG00000228174	4
ENSG00000228175	1
ENSG00000228176	2
ENSG00000228181	1
ENSG00000228182	1
ENSG00000228184	1
ENSG00000228187	1
ENSG00000228189	4
ENSG00000228190	1
ENSG00000228191	1
ENSG00000228192	5
ENSG00000228193	1
ENSG00000228194	2
ENSG00000228195	2
ENSG00000228196	1
ENSG00000228198	1
ENSG00000228201	2
ENSG00000228203	5
ENSG00000228204	4
ENSG00000228205	1
ENSG00000228206	1
ENSG00000228207	4
ENSG00000228208	4
ENSG00000228209	1
ENSG00000228210	1
ENSG00000228211	4
ENSG00000228212	1
ENSG00000228213	4
ENSG00000228215	6
ENSG00000228216	2
ENSG00000228217	1
ENSG00000228218	1
ENSG00000228219	2
ENSG00000228221	6
ENSG00000228222	3
ENSG00000228223	1
ENSG00000228224	4
ENSG00000228225	1
ENSG00000228226	2
ENSG00000228229	2
ENSG00000228231	3
ENSG00000228232	1
ENSG00000228234	1
ENSG00000228235	2
ENSG00000228236	1
ENSG00000228237	4
ENSG00000228238	1
ENSG00000228239	2
ENSG00000228240	2
ENSG00000228241	1
ENSG00000228242	13
ENSG00000228247	1
ENSG00000228248	1
ENSG00000228251	2
ENSG00000228252	26
ENSG00000228253	1
ENSG00000228255	2
ENSG00000228257	5
ENSG00000228259	3
ENSG00000228261	3
ENSG00000228262	10
ENSG00000228264	1
ENSG00000228265	4
ENSG00000228271	3
ENSG00000228272	3
ENSG00000228274	8
ENSG00000228275	1
ENSG00000228277	3
ENSG00000228278	6
ENSG00000228280	2
ENSG00000228283	1
ENSG00000228285	1
ENSG00000228286	1
ENSG00000228288	3
ENSG00000228289	1
ENSG00000228290	9
ENSG00000228291	1
ENSG00000228292	1
ENSG00000228293	2
ENSG00000228294	4
ENSG00000228295	3
ENSG00000228296	4
ENSG00000228300	6
ENSG00000228301	1
ENSG00000228302	4
ENSG00000228303	3
ENSG00000228304	1
ENSG00000228305	1
ENSG00000228307	1
ENSG00000228308	2
ENSG00000228309	8
ENSG00000228312	1
ENSG00000228314	7
ENSG00000228316	2
ENSG00000228317	3
ENSG00000228318	3
ENSG00000228319	2
ENSG00000228322	2
ENSG00000228323	4
ENSG00000228325	2
ENSG00000228327	16
ENSG00000228328	1
ENSG00000228329	2
ENSG00000228330	1
ENSG00000228331	1
ENSG00000228334	2
ENSG00000228335	2
ENSG00000228336	1
ENSG00000228337	1
ENSG00000228338	2
ENSG00000228339	2
ENSG00000228340	23
ENSG00000228341	1
ENSG00000228343	1
ENSG00000228345	1
ENSG00000228347	1
ENSG00000228348	1
ENSG00000228349	1
ENSG00000228350	3
ENSG00000228351	6
ENSG00000228352	3
ENSG00000228353	2
ENSG00000228354	3
ENSG00000228355	2
ENSG00000228358	5
ENSG00000228360	2
ENSG00000228361	3
ENSG00000228363	8
ENSG00000228364	1
ENSG00000228365	2
ENSG00000228366	1
ENSG00000228367	1
ENSG00000228368	2
ENSG00000228369	3
ENSG00000228372	5
ENSG00000228373	1
ENSG00000228374	1
ENSG00000228375	1
ENSG00000228376	3
ENSG00000228379	3
ENSG00000228380	1
ENSG00000228382	3
ENSG00000228383	10
ENSG00000228384	3
ENSG00000228386	3
ENSG00000228391	2
ENSG00000228392	3
ENSG00000228393	4
ENSG00000228395	5
ENSG00000228397	4
ENSG00000228398	1
ENSG00000228399	1
ENSG00000228400	2
ENSG00000228401	2
ENSG00000228403	2
ENSG00000228404	1
ENSG00000228407	1
ENSG00000228408	5
ENSG00000228409	14
ENSG00000228410	2
ENSG00000228411	2
ENSG00000228412	22
ENSG00000228413	2
ENSG00000228414	5
ENSG00000228415	1
ENSG00000228417	2
ENSG00000228420	4
ENSG00000228421	1
ENSG00000228422	4
ENSG00000228423	2
ENSG00000228426	2
ENSG00000228427	2
ENSG00000228429	1
ENSG00000228430	22
ENSG00000228431	1
ENSG00000228432	1
ENSG00000228433	1
ENSG00000228434	5
ENSG00000228436	5
ENSG00000228437	4
ENSG00000228438	1
ENSG00000228439	4
ENSG00000228440	1
ENSG00000228444	1
ENSG00000228445	1
ENSG00000228446	1
ENSG00000228450	1
ENSG00000228451	2
ENSG00000228452	2
ENSG00000228453	1
ENSG00000228459	3
ENSG00000228460	2
ENSG00000228462	1
ENSG00000228463	9
ENSG00000228464	2
ENSG00000228465	3
ENSG00000228466	1
ENSG00000228467	3
ENSG00000228470	2
ENSG00000228471	1
ENSG00000228473	2
ENSG00000228474	2
ENSG00000228476	3
ENSG00000228477	1
ENSG00000228478	3
ENSG00000228480	6
ENSG00000228481	2
ENSG00000228482	3
ENSG00000228484	3
ENSG00000228485	2
ENSG00000228486	23
ENSG00000228487	2
ENSG00000228488	2
ENSG00000228489	1
ENSG00000228492	1
ENSG00000228495	9
ENSG00000228496	2
ENSG00000228499	1
ENSG00000228501	1
ENSG00000228502	1
ENSG00000228503	2
ENSG00000228504	2
ENSG00000228505	3
ENSG00000228506	3
ENSG00000228507	1
ENSG00000228509	6
ENSG00000228510	2
ENSG00000228512	3
ENSG00000228513	1
ENSG00000228517	3
ENSG00000228518	1
ENSG00000228519	1
ENSG00000228521	2
ENSG00000228522	6
ENSG00000228523	1
ENSG00000228525	1
ENSG00000228526	6
ENSG00000228527	2
ENSG00000228528	2
ENSG00000228530	2
ENSG00000228532	1
ENSG00000228536	6
ENSG00000228538	3
ENSG00000228539	3
ENSG00000228540	2
ENSG00000228541	2
ENSG00000228543	2
ENSG00000228544	8
ENSG00000228546	3
ENSG00000228547	1
ENSG00000228548	2
ENSG00000228549	3
ENSG00000228550	1
ENSG00000228551	1
ENSG00000228553	2
ENSG00000228554	2
ENSG00000228557	2
ENSG00000228559	3
ENSG00000228560	4
ENSG00000228561	4
ENSG00000228563	3
ENSG00000228564	5
ENSG00000228566	3
ENSG00000228567	1
ENSG00000228568	1
ENSG00000228569	2
ENSG00000228570	6
ENSG00000228571	2
ENSG00000228572	4
ENSG00000228573	3
ENSG00000228577	3
ENSG00000228578	4
ENSG00000228585	1
ENSG00000228586	3
ENSG00000228587	2
ENSG00000228589	1
ENSG00000228590	2
ENSG00000228592	5
ENSG00000228593	1
ENSG00000228594	1
ENSG00000228595	1
ENSG00000228596	2
ENSG00000228597	1
ENSG00000228598	4
ENSG00000228599	1
ENSG00000228600	1
ENSG00000228604	6
ENSG00000228606	2
ENSG00000228607	1
ENSG00000228610	1
ENSG00000228611	1
ENSG00000228612	1
ENSG00000228613	3
ENSG00000228614	3
ENSG00000228615	3
ENSG00000228616	2
ENSG00000228618	2
ENSG00000228620	2
ENSG00000228622	2
ENSG00000228623	16
ENSG00000228624	33
ENSG00000228625	3
ENSG00000228626	2
ENSG00000228627	3
ENSG00000228629	2
ENSG00000228630	10
ENSG00000228634	2
ENSG00000228636	2
ENSG00000228638	1
ENSG00000228639	4
ENSG00000228643	4
ENSG00000228645	1
ENSG00000228646	1
ENSG00000228648	2
ENSG00000228649	5
ENSG00000228650	2
ENSG00000228651	3
ENSG00000228653	1
ENSG00000228655	6
ENSG00000228656	1
ENSG00000228657	1
ENSG00000228658	2
ENSG00000228659	4
ENSG00000228660	1
ENSG00000228661	2
ENSG00000228663	1
ENSG00000228664	1
ENSG00000228665	1
ENSG00000228666	1
ENSG00000228667	2
ENSG00000228668	2
ENSG00000228669	5
ENSG00000228670	1
ENSG00000228672	1
ENSG00000228674	1
ENSG00000228675	2
ENSG00000228677	3
ENSG00000228679	4
ENSG00000228680	4
ENSG00000228681	1
ENSG00000228683	2
ENSG00000228685	1
ENSG00000228686	2
ENSG00000228687	2
ENSG00000228688	6
ENSG00000228689	4
ENSG00000228692	2
ENSG00000228694	1
ENSG00000228695	14
ENSG00000228696	13
ENSG00000228697	11
ENSG00000228700	1
ENSG00000228701	3
ENSG00000228702	1
ENSG00000228703	4
ENSG00000228705	2
ENSG00000228707	2
ENSG00000228708	2
ENSG00000228709	2
ENSG00000228711	1
ENSG00000228714	3
ENSG00000228716	7
ENSG00000228717	1
ENSG00000228718	2
ENSG00000228719	2
ENSG00000228721	1
ENSG00000228723	3
ENSG00000228725	1
ENSG00000228727	5
ENSG00000228728	1
ENSG00000228729	2
ENSG00000228730	2
ENSG00000228734	2
ENSG00000228735	2
ENSG00000228737	4
ENSG00000228739	2
ENSG00000228740	3
ENSG00000228741	2
ENSG00000228742	6
ENSG00000228744	1
ENSG00000228748	3
ENSG00000228750	3
ENSG00000228751	1
ENSG00000228753	1
ENSG00000228754	1
ENSG00000228755	1
ENSG00000228757	1
ENSG00000228759	1
ENSG00000228763	3
ENSG00000228764	3
ENSG00000228766	1
ENSG00000228767	1
ENSG00000228768	3
ENSG00000228769	2
ENSG00000228770	1
ENSG00000228771	3
ENSG00000228772	3
ENSG00000228775	9
ENSG00000228776	2
ENSG00000228777	2
ENSG00000228778	2
ENSG00000228779	2
ENSG00000228780	1
ENSG00000228781	1
ENSG00000228782	8
ENSG00000228783	2
ENSG00000228784	11
ENSG00000228786	4
ENSG00000228787	4
ENSG00000228789	4
ENSG00000228790	1
ENSG00000228791	12
ENSG00000228792	2
ENSG00000228793	3
ENSG00000228794	12
ENSG00000228797	1
ENSG00000228798	3
ENSG00000228799	4
ENSG00000228800	2
ENSG00000228801	4
ENSG00000228802	1
ENSG00000228803	1
ENSG00000228804	4
ENSG00000228806	1
ENSG00000228807	1
ENSG00000228808	1
ENSG00000228809	6
ENSG00000228810	2
ENSG00000228812	4
ENSG00000228814	1
ENSG00000228815	1
ENSG00000228816	1
ENSG00000228817	4
ENSG00000228818	1
ENSG00000228819	1
ENSG00000228820	1
ENSG00000228823	2
ENSG00000228824	10
ENSG00000228825	1
ENSG00000228826	3
ENSG00000228827	2
ENSG00000228828	2
ENSG00000228829	4
ENSG00000228833	1
ENSG00000228834	1
ENSG00000228835	3
ENSG00000228836	5
ENSG00000228837	1
ENSG00000228838	3
ENSG00000228839	3
ENSG00000228842	7
ENSG00000228844	1
ENSG00000228847	1
ENSG00000228848	1
ENSG00000228850	1
ENSG00000228851	1
ENSG00000228852	7
ENSG00000228853	3
ENSG00000228855	1
ENSG00000228856	1
ENSG00000228857	3
ENSG00000228860	1
ENSG00000228861	1
ENSG00000228862	3
ENSG00000228863	7
ENSG00000228868	5
ENSG00000228869	1
ENSG00000228872	1
ENSG00000228873	2
ENSG00000228874	1
ENSG00000228876	3
ENSG00000228877	2
ENSG00000228878	7
ENSG00000228879	1
ENSG00000228882	3
ENSG00000228884	1
ENSG00000228886	2
ENSG00000228887	1
ENSG00000228888	7
ENSG00000228889	2
ENSG00000228890	2
ENSG00000228897	1
ENSG00000228898	1
ENSG00000228901	1
ENSG00000228902	1
ENSG00000228903	7
ENSG00000228906	2
ENSG00000228909	3
ENSG00000228914	1
ENSG00000228915	1
ENSG00000228917	3
ENSG00000228918	20
ENSG00000228919	2
ENSG00000228922	4
ENSG00000228923	2
ENSG00000228925	3
ENSG00000228927	4
ENSG00000228928	1
ENSG00000228929	1
ENSG00000228930	1
ENSG00000228933	10
ENSG00000228935	4
ENSG00000228937	1
ENSG00000228938	1
ENSG00000228939	2
ENSG00000228940	3
ENSG00000228941	2
ENSG00000228943	2
ENSG00000228944	2
ENSG00000228945	9
ENSG00000228948	2
ENSG00000228949	1
ENSG00000228950	2
ENSG00000228951	3
ENSG00000228952	2
ENSG00000228953	1
ENSG00000228955	2
ENSG00000228956	46
ENSG00000228957	11
ENSG00000228958	1
ENSG00000228959	3
ENSG00000228960	4
ENSG00000228961	2
ENSG00000228962	3
ENSG00000228963	1
ENSG00000228965	1
ENSG00000228966	1
ENSG00000228968	5
ENSG00000228970	1
ENSG00000228971	6
ENSG00000228973	2
ENSG00000228974	1
ENSG00000228976	1
ENSG00000228979	1
ENSG00000228980	5
ENSG00000228981	1
ENSG00000228982	2
ENSG00000228983	11
ENSG00000228984	1
ENSG00000228985	1
ENSG00000228986	2
ENSG00000228988	2
ENSG00000228992	1
ENSG00000228995	1
ENSG00000228997	1
ENSG00000228999	3
ENSG00000229000	1
ENSG00000229001	1
ENSG00000229002	2
ENSG00000229005	5
ENSG00000229007	1
ENSG00000229009	10
ENSG00000229010	1
ENSG00000229011	2
ENSG00000229012	3
ENSG00000229013	1
ENSG00000229014	1
ENSG00000229015	2
ENSG00000229016	1
ENSG00000229017	4
ENSG00000229018	7
ENSG00000229019	2
ENSG00000229020	1
ENSG00000229021	13
ENSG00000229022	1
ENSG00000229023	2
ENSG00000229025	2
ENSG00000229027	2
ENSG00000229028	8
ENSG00000229029	1
ENSG00000229030	1
ENSG00000229031	1
ENSG00000229032	1
ENSG00000229035	1
ENSG00000229036	6
ENSG00000229037	2
ENSG00000229042	4
ENSG00000229043	6
ENSG00000229044	3
ENSG00000229046	1
ENSG00000229048	1
ENSG00000229051	7
ENSG00000229052	1
ENSG00000229054	1
ENSG00000229056	3
ENSG00000229057	3
ENSG00000229060	1
ENSG00000229063	2
ENSG00000229064	1
ENSG00000229065	2
ENSG00000229066	4
ENSG00000229067	1
ENSG00000229068	2
ENSG00000229072	1
ENSG00000229079	1
ENSG00000229080	1
ENSG00000229081	1
ENSG00000229082	1
ENSG00000229083	2
ENSG00000229086	5
ENSG00000229087	1
ENSG00000229088	1
ENSG00000229089	15
ENSG00000229090	1
ENSG00000229091	1
ENSG00000229092	2
ENSG00000229093	1
ENSG00000229097	1
ENSG00000229101	2
ENSG00000229102	3
ENSG00000229104	1
ENSG00000229105	12
ENSG00000229106	1
ENSG00000229107	2
ENSG00000229108	2
ENSG00000229109	3
ENSG00000229110	1
ENSG00000229111	4
ENSG00000229112	1
ENSG00000229115	2
ENSG00000229116	3
ENSG00000229117	2
ENSG00000229118	2
ENSG00000229119	1
ENSG00000229120	2
ENSG00000229122	2
ENSG00000229124	4
ENSG00000229127	4
ENSG00000229129	1
ENSG00000229131	2
ENSG00000229132	1
ENSG00000229133	1
ENSG00000229138	2
ENSG00000229140	6
ENSG00000229142	3
ENSG00000229143	1
ENSG00000229145	1
ENSG00000229146	1
ENSG00000229147	14
ENSG00000229150	2
ENSG00000229151	2
ENSG00000229152	2
ENSG00000229153	6
ENSG00000229154	5
ENSG00000229155	3
ENSG00000229156	1
ENSG00000229159	5
ENSG00000229160	3
ENSG00000229161	3
ENSG00000229162	3
ENSG00000229163	3
ENSG00000229165	1
ENSG00000229167	3
ENSG00000229168	1
ENSG00000229169	1
ENSG00000229172	1
ENSG00000229173	1
ENSG00000229175	6
ENSG00000229177	2
ENSG00000229178	3
ENSG00000229180	12
ENSG00000229182	1
ENSG00000229183	6
ENSG00000229184	1
ENSG00000229188	1
ENSG00000229190	3
ENSG00000229191	2
ENSG00000229192	4
ENSG00000229195	2
ENSG00000229196	2
ENSG00000229197	1
ENSG00000229201	4
ENSG00000229203	3
ENSG00000229204	1
ENSG00000229205	3
ENSG00000229206	2
ENSG00000229207	1
ENSG00000229208	7
ENSG00000229209	4
ENSG00000229211	2
ENSG00000229212	3
ENSG00000229213	1
ENSG00000229214	3
ENSG00000229217	1
ENSG00000229220	1
ENSG00000229221	1
ENSG00000229222	1
ENSG00000229224	2
ENSG00000229225	2
ENSG00000229226	2
ENSG00000229227	5
ENSG00000229228	2
ENSG00000229229	4
ENSG00000229230	1
ENSG00000229231	1
ENSG00000229232	2
ENSG00000229234	4
ENSG00000229235	1
ENSG00000229236	6
ENSG00000229237	1
ENSG00000229238	13
ENSG00000229239	7
ENSG00000229240	15
ENSG00000229241	1
ENSG00000229242	3
ENSG00000229243	2
ENSG00000229245	6
ENSG00000229246	2
ENSG00000229247	1
ENSG00000229248	1
ENSG00000229249	7
ENSG00000229250	5
ENSG00000229251	1
ENSG00000229254	1
ENSG00000229255	2
ENSG00000229256	1
ENSG00000229257	1
ENSG00000229258	8
ENSG00000229259	4
ENSG00000229261	5
ENSG00000229262	2
ENSG00000229263	2
ENSG00000229266	1
ENSG00000229267	5
ENSG00000229268	1
ENSG00000229269	3
ENSG00000229271	3
ENSG00000229272	2
ENSG00000229273	1
ENSG00000229274	4
ENSG00000229275	4
ENSG00000229276	2
ENSG00000229278	2
ENSG00000229280	1
ENSG00000229281	1
ENSG00000229282	2
ENSG00000229283	2
ENSG00000229286	1
ENSG00000229287	1
ENSG00000229288	3
ENSG00000229289	2
ENSG00000229291	2
ENSG00000229292	3
ENSG00000229294	2
ENSG00000229297	2
ENSG00000229298	1
ENSG00000229301	3
ENSG00000229302	2
ENSG00000229303	1
ENSG00000229305	4
ENSG00000229306	2
ENSG00000229307	2
ENSG00000229308	2
ENSG00000229309	6
ENSG00000229310	1
ENSG00000229311	3
ENSG00000229312	3
ENSG00000229313	3
ENSG00000229314	6
ENSG00000229315	7
ENSG00000229316	2
ENSG00000229320	3
ENSG00000229321	2
ENSG00000229322	1
ENSG00000229323	3
ENSG00000229324	1
ENSG00000229325	2
ENSG00000229326	3
ENSG00000229327	2
ENSG00000229330	3
ENSG00000229331	2
ENSG00000229332	1
ENSG00000229334	2
ENSG00000229335	3
ENSG00000229336	1
ENSG00000229337	2
ENSG00000229338	2
ENSG00000229339	1
ENSG00000229343	1
ENSG00000229344	1
ENSG00000229345	3
ENSG00000229347	1
ENSG00000229348	1
ENSG00000229349	1
ENSG00000229351	1
ENSG00000229352	2
ENSG00000229356	4
ENSG00000229357	1
ENSG00000229358	19
ENSG00000229359	1
ENSG00000229360	1
ENSG00000229361	1
ENSG00000229365	1
ENSG00000229367	1
ENSG00000229368	1
ENSG00000229369	2
ENSG00000229370	2
ENSG00000229372	2
ENSG00000229373	11
ENSG00000229375	5
ENSG00000229376	2
ENSG00000229379	2
ENSG00000229380	2
ENSG00000229382	2
ENSG00000229384	1
ENSG00000229385	5
ENSG00000229386	1
ENSG00000229388	3
ENSG00000229389	4
ENSG00000229390	3
ENSG00000229391	6
ENSG00000229393	2
ENSG00000229395	3
ENSG00000229398	1
ENSG00000229399	1
ENSG00000229400	4
ENSG00000229401	3
ENSG00000229402	2
ENSG00000229403	2
ENSG00000229404	5
ENSG00000229405	1
ENSG00000229406	11
ENSG00000229407	3
ENSG00000229409	1
ENSG00000229413	1
ENSG00000229414	3
ENSG00000229415	8
ENSG00000229416	3
ENSG00000229417	1
ENSG00000229418	4
ENSG00000229419	1
ENSG00000229421	1
ENSG00000229422	1
ENSG00000229423	1
ENSG00000229424	3
ENSG00000229425	30
ENSG00000229427	2
ENSG00000229431	4
ENSG00000229433	3
ENSG00000229434	2
ENSG00000229435	3
ENSG00000229436	1
ENSG00000229437	3
ENSG00000229440	1
ENSG00000229442	3
ENSG00000229443	4
ENSG00000229444	4
ENSG00000229447	1
ENSG00000229452	3
ENSG00000229453	5
ENSG00000229454	2
ENSG00000229455	2
ENSG00000229456	3
ENSG00000229457	8
ENSG00000229458	4
ENSG00000229459	4
ENSG00000229462	3
ENSG00000229463	2
ENSG00000229465	1
ENSG00000229466	3
ENSG00000229468	1
ENSG00000229473	1
ENSG00000229474	17
ENSG00000229477	4
ENSG00000229478	1
ENSG00000229483	2
ENSG00000229484	2
